date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,odds_home,odds_draw,odds_away,odds_btts_yes,odds_btts_no,odds_over25,odds_under25,odds_ah_line,odds_ah_home,odds_ah_away,league,season
2022-04-02,HJK,Honka,1,0,,,,,,,,,,,,,,,1.89,3.18,4.48,,,,,,,,FIN,2022
2022-04-02,Haka,Ilves,2,1,,,,,,,,,,,,,,,2.48,2.99,3.04,,,,,,,,FIN,2022
2022-04-02,KuPS,Inter Turku,2,1,,,,,,,,,,,,,,,2.03,3.29,3.73,,,,,,,,FIN,2022
2022-04-02,SJK,HIFK,2,1,,,,,,,,,,,,,,,1.71,3.51,5.1,,,,,,,,FIN,2022
2022-04-02,VPS,AC Oulu,2,2,,,,,,,,,,,,,,,2.38,3.13,3.06,,,,,,,,FIN,2022
2022-04-02,Mariehamn,Lahti,0,0,,,,,,,,,,,,,,,2.36,3.43,2.83,,,,,,,,FIN,2022
2022-04-07,Honka,Haka,3,2,,,,,,,,,,,,,,,2.22,3.0,3.56,,,,,,,,FIN,2022
2022-04-08,Lahti,VPS,0,5,,,,,,,,,,,,,,,2.32,3.38,2.91,,,,,,,,FIN,2022
2022-04-08,SJK,HJK,0,1,,,,,,,,,,,,,,,3.73,3.16,2.07,,,,,,,,FIN,2022
2022-04-09,Inter Turku,AC Oulu,2,1,,,,,,,,,,,,,,,1.61,3.81,5.44,,,,,,,,FIN,2022
2022-04-09,HIFK,Mariehamn,1,1,,,,,,,,,,,,,,,2.39,3.15,3.03,,,,,,,,FIN,2022
2022-04-09,Ilves,KuPS,1,2,,,,,,,,,,,,,,,4.33,3.32,1.87,,,,,,,,FIN,2022
2022-04-15,KuPS,SJK,2,0,,,,,,,,,,,,,,,1.68,3.55,5.32,,,,,,,,FIN,2022
2022-04-17,Inter Turku,Haka,0,2,,,,,,,,,,,,,,,2.3,3.18,3.17,,,,,,,,FIN,2022
2022-04-17,AC Oulu,Ilves,2,2,,,,,,,,,,,,,,,3.72,3.26,2.04,,,,,,,,FIN,2022
2022-04-18,HIFK,Lahti,0,3,,,,,,,,,,,,,,,2.25,3.21,3.22,,,,,,,,FIN,2022
2022-04-18,Mariehamn,Honka,1,1,,,,,,,,,,,,,,,3.51,3.35,2.08,,,,,,,,FIN,2022
2022-04-18,VPS,HJK,0,1,,,,,,,,,,,,,,,7.8,4.42,1.41,,,,,,,,FIN,2022
2022-04-22,Haka,HIFK,2,1,,,,,,,,,,,,,,,1.78,3.32,4.88,,,,,,,,FIN,2022
2022-04-22,Lahti,KuPS,0,1,,,,,,,,,,,,,,,5.45,3.97,1.59,,,,,,,,FIN,2022
2022-04-23,HJK,Inter Turku,1,4,,,,,,,,,,,,,,,1.78,3.47,4.64,,,,,,,,FIN,2022
2022-04-23,Ilves,VPS,3,2,,,,,,,,,,,,,,,1.93,3.38,3.96,,,,,,,,FIN,2022
2022-04-24,Mariehamn,AC Oulu,2,1,,,,,,,,,,,,,,,1.64,4.02,4.82,,,,,,,,FIN,2022
2022-04-25,Honka,SJK,5,1,,,,,,,,,,,,,,,2.19,3.17,3.38,,,,,,,,FIN,2022
2022-04-28,HIFK,HJK,0,2,,,,,,,,,,,,,,,8.4,4.18,1.42,,,,,,,,FIN,2022
2022-04-29,AC Oulu,Haka,3,0,,,,,,,,,,,,,,,4.33,3.36,1.86,,,,,,,,FIN,2022
2022-04-29,Ilves,SJK,3,1,,,,,,,,,,,,,,,2.58,3.25,2.7,,,,,,,,FIN,2022
2022-04-29,Inter Turku,Mariehamn,4,0,,,,,,,,,,,,,,,1.56,4.07,5.66,,,,,,,,FIN,2022
2022-04-29,KuPS,VPS,3,1,,,,,,,,,,,,,,,1.38,4.55,8.18,,,,,,,,FIN,2022
2022-04-29,Lahti,Honka,0,2,,,,,,,,,,,,,,,4.0,3.57,1.86,,,,,,,,FIN,2022
2022-05-03,Inter Turku,HJK,0,1,,,,,,,,,,,,,,,3.3,3.15,2.23,,,,,,,,FIN,2022
2022-05-07,SJK,Lahti,1,2,,,,,,,,,,,,,,,1.86,3.63,3.97,,,,,,,,FIN,2022
2022-05-07,AC Oulu,HIFK,1,1,,,,,,,,,,,,,,,2.25,3.12,3.33,,,,,,,,FIN,2022
2022-05-07,Haka,VPS,0,2,,,,,,,,,,,,,,,1.8,3.56,4.35,,,,,,,,FIN,2022
2022-05-07,Honka,Inter Turku,2,1,,,,,,,,,,,,,,,2.2,3.23,3.31,,,,,,,,FIN,2022
2022-05-08,HJK,Ilves,2,1,,,,,,,,,,,,,,,1.43,4.43,6.96,,,,,,,,FIN,2022
2022-05-08,Mariehamn,KuPS,1,1,,,,,,,,,,,,,,,5.55,3.93,1.58,,,,,,,,FIN,2022
2022-05-12,KuPS,Haka,2,1,,,,,,,,,,,,,,,1.77,3.39,4.89,,,,,,,,FIN,2022
2022-05-12,Lahti,HJK,1,1,,,,,,,,,,,,,,,6.16,4.1,1.52,,,,,,,,FIN,2022
2022-05-13,AC Oulu,Honka,2,1,,,,,,,,,,,,,,,4.89,3.69,1.7,,,,,,,,FIN,2022
2022-05-13,VPS,SJK,0,1,,,,,,,,,,,,,,,2.58,3.07,2.84,,,,,,,,FIN,2022
2022-05-14,Inter Turku,HIFK,2,2,,,,,,,,,,,,,,,1.38,4.51,8.46,,,,,,,,FIN,2022
2022-05-15,Ilves,Mariehamn,1,0,,,,,,,,,,,,,,,2.0,3.54,3.51,,,,,,,,FIN,2022
2022-05-17,AC Oulu,KuPS,0,3,,,,,,,,,,,,,,,5.37,3.48,1.69,,,,,,,,FIN,2022
2022-05-17,Haka,SJK,1,1,,,,,,,,,,,,,,,2.34,3.13,3.14,,,,,,,,FIN,2022
2022-05-17,HJK,Lahti,3,2,,,,,,,,,,,,,,,1.33,5.24,8.29,,,,,,,,FIN,2022
2022-05-19,VPS,Inter Turku,1,2,,,,,,,,,,,,,,,3.27,3.29,2.19,,,,,,,,FIN,2022
2022-05-20,Honka,Ilves,0,0,,,,,,,,,,,,,,,1.84,3.39,4.39,,,,,,,,FIN,2022
2022-05-21,SJK,Mariehamn,1,0,,,,,,,,,,,,,,,1.98,3.38,3.79,,,,,,,,FIN,2022
2022-05-22,Lahti,AC Oulu,0,2,,,,,,,,,,,,,,,1.99,3.38,3.74,,,,,,,,FIN,2022
2022-05-22,HJK,Haka,4,1,,,,,,,,,,,,,,,1.6,3.79,5.6,,,,,,,,FIN,2022
2022-05-23,HIFK,KuPS,0,1,,,,,,,,,,,,,,,6.99,3.8,1.52,,,,,,,,FIN,2022
2022-05-28,AC Oulu,SJK,1,0,,,,,,,,,,,,,,,3.01,3.24,2.35,,,,,,,,FIN,2022
2022-05-28,Haka,Lahti,1,1,,,,,,,,,,,,,,,1.83,3.67,4.02,,,,,,,,FIN,2022
2022-05-28,Inter Turku,Ilves,2,2,,,,,,,,,,,,,,,1.98,3.32,3.83,,,,,,,,FIN,2022
2022-05-29,HIFK,Honka,1,2,,,,,,,,,,,,,,,5.45,3.65,1.64,,,,,,,,FIN,2022
2022-05-29,KuPS,HJK,0,0,,,,,,,,,,,,,,,2.81,3.01,2.64,,,,,,,,FIN,2022
2022-05-29,Mariehamn,VPS,1,3,,,,,,,,,,,,,,,2.94,3.22,2.42,,,,,,,,FIN,2022
2022-06-18,Haka,Mariehamn,3,2,,,,,,,,,,,,,,,1.88,3.62,3.88,,,,,,,,FIN,2022
2022-06-18,Honka,KuPS,2,0,,,,,,,,,,,,,,,3.04,3.08,2.41,,,,,,,,FIN,2022
2022-06-18,HJK,AC Oulu,0,1,,,,,,,,,,,,,,,1.29,5.48,9.14,,,,,,,,FIN,2022
2022-06-18,Ilves,Lahti,3,2,,,,,,,,,,,,,,,1.88,3.64,3.82,,,,,,,,FIN,2022
2022-06-18,SJK,Inter Turku,1,1,,,,,,,,,,,,,,,3.04,3.26,2.32,,,,,,,,FIN,2022
2022-06-18,HIFK,VPS,1,5,,,,,,,,,,,,,,,3.47,3.28,2.11,,,,,,,,FIN,2022
2022-06-22,Ilves,HIFK,0,1,,,,,,,,,,,,,,,1.63,3.73,5.41,,,,,,,,FIN,2022
2022-06-22,Inter Turku,Lahti,5,1,,,,,,,,,,,,,,,1.53,4.36,5.4,,,,,,,,FIN,2022
2022-06-22,KuPS,AC Oulu,2,1,,,,,,,,,,,,,,,1.35,4.78,8.33,,,,,,,,FIN,2022
2022-06-22,SJK,Haka,2,2,,,,,,,,,,,,,,,2.47,3.28,2.78,,,,,,,,FIN,2022
2022-06-22,VPS,Honka,0,1,,,,,,,,,,,,,,,2.88,3.15,2.47,,,,,,,,FIN,2022
2022-06-22,Mariehamn,HJK,2,1,,,,,,,,,,,,,,,6.56,4.44,1.45,,,,,,,,FIN,2022
2022-07-02,Honka,Mariehamn,1,1,,,,,,,,,,,,,,,1.42,4.65,6.65,,,,,,,,FIN,2022
2022-07-02,AC Oulu,VPS,0,6,,,,,,,,,,,,,,,3.99,3.55,1.87,,,,,,,,FIN,2022
2022-07-02,HJK,KuPS,1,1,,,,,,,,,,,,,,,2.28,3.18,3.18,,,,,,,,FIN,2022
2022-07-02,Lahti,Inter Turku,2,1,,,,,,,,,,,,,,,3.93,3.74,1.83,,,,,,,,FIN,2022
2022-07-04,HIFK,Ilves,0,1,,,,,,,,,,,,,,,3.5,3.4,2.04,,,,,,,,FIN,2022
2022-07-09,HIFK,Haka,0,2,,,,,,,,,,,,,,,3.93,3.57,1.87,,,,,,,,FIN,2022
2022-07-09,VPS,Mariehamn,1,3,,,,,,,,,,,,,,,1.93,3.65,3.63,,,,,,,,FIN,2022
2022-07-10,KuPS,Lahti,4,0,,,,,,,,,,,,,,,1.44,4.51,6.51,,,,,,,,FIN,2022
