date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,odds_home,odds_draw,odds_away,odds_btts_yes,odds_btts_no,odds_over25,odds_under25,odds_ah_line,odds_ah_home,odds_ah_away,league,season
2017-04-01,Goteborg,Malmo FF,1,1,,,,,,,,,,,,,,,2.93,3.23,2.41,,,,,,,,SWE,2017
2017-04-01,Halmstad,Ostersunds,1,0,,,,,,,,,,,,,,,3.89,3.53,1.9,,,,,,,,SWE,2017
2017-04-02,AIK,Hacken,0,0,,,,,,,,,,,,,,,1.95,3.33,3.97,,,,,,,,SWE,2017
2017-04-02,Sundsvall,AFC Eskilstuna,3,1,,,,,,,,,,,,,,,2.28,3.32,3.09,,,,,,,,SWE,2017
2017-04-02,Norrkoping,Hammarby,2,1,,,,,,,,,,,,,,,1.61,3.99,5.12,,,,,,,,SWE,2017
2017-04-03,Djurgarden,Sirius,0,2,,,,,,,,,,,,,,,1.77,3.54,4.58,,,,,,,,SWE,2017
2017-04-03,Kalmar,Elfsborg,1,5,,,,,,,,,,,,,,,2.44,3.18,2.93,,,,,,,,SWE,2017
2017-04-03,Orebro,Jonkopings,2,1,,,,,,,,,,,,,,,1.94,3.46,3.83,,,,,,,,SWE,2017
2017-04-08,AFC Eskilstuna,Orebro,2,2,,,,,,,,,,,,,,,2.81,3.31,2.46,,,,,,,,SWE,2017
2017-04-09,Hammarby,Kalmar,1,1,,,,,,,,,,,,,,,2.11,3.38,3.38,,,,,,,,SWE,2017
2017-04-09,Ostersunds,Norrkoping,1,0,,,,,,,,,,,,,,,2.28,3.32,3.07,,,,,,,,SWE,2017
2017-04-09,Hacken,Djurgarden,0,0,,,,,,,,,,,,,,,2.08,3.4,3.46,,,,,,,,SWE,2017
2017-04-09,Jonkopings,Halmstad,2,2,,,,,,,,,,,,,,,1.81,3.41,4.58,,,,,,,,SWE,2017
