date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,odds_home,odds_draw,odds_away,odds_btts_yes,odds_btts_no,odds_over25,odds_under25,odds_ah_line,odds_ah_home,odds_ah_away,league,season
2023-04-10,Rosenborg,Viking,1,0,,,,,,,,,,,,,,,1.95,3.6,3.72,,,,,,,,NOR,2023
2023-04-10,Aalesund,Valerenga,0,1,,,,,,,,,,,,,,,2.99,3.34,2.34,,,,,,,,NOR,2023
2023-04-10,Ham-Kam,Sandefjord,2,0,,,,,,,,,,,,,,,1.89,3.57,4.0,,,,,,,,NOR,2023
2023-04-10,Sarpsborg 08,Bodo/Glimt,0,2,,,,,,,,,,,,,,,3.5,3.83,1.95,,,,,,,,NOR,2023
2023-04-10,Stabaek,Odd,0,0,,,,,,,,,,,,,,,2.09,3.41,3.48,,,,,,,,NOR,2023
2023-04-10,Tromso,Molde,1,0,,,,,,,,,,,,,,,4.04,3.67,1.85,,,,,,,,NOR,2023
2023-04-10,Brann,Haugesund,3,0,,,,,,,,,,,,,,,1.36,5.07,7.89,,,,,,,,NOR,2023
2023-04-15,Viking,Lillestrom,2,0,,,,,,,,,,,,,,,2.25,3.34,3.14,,,,,,,,NOR,2023
2023-04-16,Bodo/Glimt,Stabaek,4,0,,,,,,,,,,,,,,,1.29,5.86,8.92,,,,,,,,NOR,2023
2023-04-16,Haugesund,Ham-Kam,3,2,,,,,,,,,,,,,,,2.03,3.36,3.69,,,,,,,,NOR,2023
2023-04-16,Molde,Rosenborg,1,1,,,,,,,,,,,,,,,1.43,4.72,6.67,,,,,,,,NOR,2023
2023-04-16,Odd,Brann,2,0,,,,,,,,,,,,,,,4.42,4.02,1.7,,,,,,,,NOR,2023
2023-04-16,Sandefjord,Tromso,0,0,,,,,,,,,,,,,,,3.01,3.29,2.35,,,,,,,,NOR,2023
2023-04-16,Stromsgodset,Aalesund,1,0,,,,,,,,,,,,,,,2.07,3.42,3.5,,,,,,,,NOR,2023
2023-04-16,Valerenga,Sarpsborg 08,0,2,,,,,,,,,,,,,,,2.02,3.64,3.43,,,,,,,,NOR,2023
2023-04-19,Lillestrom,Stromsgodset,4,3,,,,,,,,,,,,,,,1.58,4.21,5.15,,,,,,,,NOR,2023
2023-04-22,Brann,Valerenga,3,1,,,,,,,,,,,,,,,1.39,4.87,7.24,,,,,,,,NOR,2023
2023-04-23,Aalesund,Bodo/Glimt,0,3,,,,,,,,,,,,,,,5.73,4.2,1.54,,,,,,,,NOR,2023
