date,home_team,away_team,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,league,season
2022-10-12,Bristol City,Preston North End,14,8,4,2,5,1,12,12,4.0,4.0,,,,,E1,2022-2023
2022-10-25,Burnley,Norwich City,17,5,2,2,5,4,10,14,3.0,3.0,,,,,E1,2022-2023
2022-11-08,Birmingham City,Swansea City,15,8,2,3,12,1,12,11,3.0,4.0,,,,,E1,2022-2023
2022-11-08,Blackpool,Middlesbrough,7,19,1,5,2,7,10,12,4.0,1.0,,,,,E1,2022-2023
2022-11-08,Cardiff City,Hull City,12,10,2,4,4,2,6,9,0.0,2.0,,,,,E1,2022-2023
2022-11-08,Queens Park Rangers,Huddersfield Town,36,11,6,5,14,4,11,8,0.0,6.0,,,,,E1,2022-2023
2022-11-08,Sheffield United,Rotherham United,14,4,5,2,12,1,10,10,2.0,3.0,,,,,E1,2022-2023
2022-11-08,Stoke City,Luton Town,8,15,2,3,5,13,7,15,1.0,4.0,,,,,E1,2022-2023
2022-11-08,Watford,Reading,15,6,5,1,7,3,15,16,2.0,3.0,,,,,E1,2022-2023
2022-12-03,Sunderland,Millwall,11,19,5,5,1,8,10,19,1.0,3.0,,,,,E1,2022-2023
2022-12-21,Coventry City,West Bromwich Albion,17,5,8,3,10,2,12,11,2.0,1.0,,,,,E1,2022-2023
2022-09-13,Blackburn Rovers,Watford,15,6,6,2,9,5,9,12,2.0,0.0,,,,,E1,2022-2023
2022-09-13,Huddersfield Town,Wigan Athletic,18,12,6,5,4,5,12,10,2.0,2.0,,,,,E1,2022-2023
2022-09-13,Hull City,Stoke City,15,20,4,7,7,6,13,12,2.0,1.0,,,,,E1,2022-2023
2022-09-13,Middlesbrough,Cardiff City,10,6,2,4,9,3,6,6,1.0,1.0,,,,,E1,2022-2023
2022-09-13,Swansea City,Sheffield United,12,12,2,3,6,4,9,13,1.0,1.0,,,,,E1,2022-2023
2022-09-13,Preston North End,Burnley,6,12,3,4,4,6,17,6,2.0,0.0,,,,,E1,2022-2023
2022-09-14,Luton Town,Coventry City,11,11,4,4,7,3,7,11,2.0,1.0,,,,,E1,2022-2023
2022-09-14,Millwall,Queens Park Rangers,12,13,4,4,5,4,10,7,,,,,,,E1,2022-2023
2022-09-14,Norwich City,Bristol City,11,11,6,4,2,8,10,8,,,,,,,E1,2022-2023
2022-09-14,Rotherham United,Blackpool,11,6,4,1,5,4,9,8,1.0,1.0,,,,,E1,2022-2023
2022-09-14,Reading,Sunderland,6,13,2,6,3,7,16,8,1.0,1.0,,,,,E1,2022-2023
2022-09-14,West Bromwich Albion,Birmingham City,18,7,5,3,6,2,6,12,2.0,2.0,,,,,E1,2022-2023
2022-09-17,Swansea City,Hull City,17,6,5,1,5,3,6,7,1.0,2.0,,,,,E1,2022-2023
2022-09-17,Birmingham City,Coventry City,12,13,4,3,6,4,6,17,1.0,3.0,0.0,1.0,,,E1,2022-2023
2022-09-17,Burnley,Bristol City,13,9,6,5,8,5,10,6,2.0,1.0,,,,,E1,2022-2023
2022-09-17,Huddersfield Town,Cardiff City,8,7,4,2,1,3,10,6,4.0,0.0,,,,,E1,2022-2023
2022-09-17,Luton Town,Blackburn Rovers,13,7,4,1,4,3,10,13,3.0,2.0,,,,,E1,2022-2023
2022-09-17,Millwall,Blackpool,16,9,6,2,5,2,16,12,2.0,2.0,,,,,E1,2022-2023
2022-09-17,Norwich City,West Bromwich Albion,11,11,3,2,7,4,10,13,1.0,1.0,,,,,E1,2022-2023
2022-09-17,Preston North End,Sheffield United,18,15,3,6,7,5,11,10,1.0,3.0,,,,,E1,2022-2023
2022-09-17,Queens Park Rangers,Stoke City,20,8,5,1,8,6,11,14,1.0,2.0,,,,,E1,2022-2023
2022-09-17,Watford,Sunderland,13,12,4,5,8,3,8,6,0.0,4.0,,,,,E1,2022-2023
2022-09-17,Wigan Athletic,Reading,10,7,0,2,1,3,10,12,3.0,2.0,,,,,E1,2022-2023
2022-09-17,Middlesbrough,Rotherham United,13,3,3,0,8,3,14,15,1.0,2.0,,,,,E1,2022-2023
2022-09-30,Hull City,Luton Town,11,10,0,5,7,6,11,10,1.0,3.0,,,,,E1,2022-2023
2022-10-01,Blackburn Rovers,Millwall,10,10,4,2,4,4,6,9,1.0,0.0,,,,,E1,2022-2023
2022-10-01,Blackpool,Norwich City,17,22,6,8,9,6,13,4,3.0,0.0,,,,,E1,2022-2023
2022-10-01,Bristol City,Queens Park Rangers,12,15,2,6,8,2,13,13,3.0,1.0,,,,,E1,2022-2023
2022-10-01,Cardiff City,Burnley,12,8,4,2,9,1,9,5,3.0,0.0,,,,,E1,2022-2023
2022-10-01,Coventry City,Middlesbrough,11,6,4,3,3,6,22,12,4.0,1.0,,,,,E1,2022-2023
2022-10-01,Reading,Huddersfield Town,11,10,3,3,5,1,5,13,0.0,3.0,,,,,E1,2022-2023
2022-10-01,Rotherham United,Wigan Athletic,12,14,3,5,8,4,9,8,3.0,1.0,,,,,E1,2022-2023
2022-10-01,Sheffield United,Birmingham City,13,8,3,2,4,4,9,14,3.0,3.0,,,,,E1,2022-2023
2022-10-01,Sunderland,Preston North End,16,8,2,5,4,8,11,14,1.0,1.0,,,,,E1,2022-2023
2022-10-01,West Bromwich Albion,Swansea City,13,7,5,4,8,6,21,8,3.0,1.0,,,,,E1,2022-2023
2022-10-02,Stoke City,Watford,15,16,2,9,6,6,10,15,2.0,5.0,,,,,E1,2022-2023
2022-10-04,Bristol City,Coventry City,9,10,3,3,9,2,7,11,2.0,1.0,,,,,E1,2022-2023
2022-10-04,Luton Town,Huddersfield Town,24,3,10,3,9,5,9,9,0.0,2.0,0.0,1.0,,,E1,2022-2023
2022-10-04,Sheffield United,Queens Park Rangers,21,10,5,3,9,3,8,10,2.0,2.0,,,,,E1,2022-2023
2022-10-04,Sunderland,Blackpool,15,13,4,4,5,12,10,13,1.0,3.0,,,,,E1,2022-2023
2022-10-04,Cardiff City,Blackburn Rovers,14,5,5,2,7,0,13,14,2.0,2.0,,,,,E1,2022-2023
2022-10-04,Reading,Norwich City,10,7,3,1,3,7,10,4,3.0,1.0,,,,,E1,2022-2023
2022-10-05,Burnley,Stoke City,13,6,6,4,14,2,5,11,2.0,2.0,,,,,E1,2022-2023
2022-10-05,Hull City,Wigan Athletic,11,12,5,4,9,5,13,10,3.0,1.0,,,,,E1,2022-2023
2022-10-05,Middlesbrough,Birmingham City,13,13,3,4,6,6,11,10,2.0,1.0,,,,,E1,2022-2023
2022-10-05,Rotherham United,Millwall,10,14,1,4,6,4,9,8,2.0,2.0,,,,,E1,2022-2023
2022-10-05,Watford,Swansea City,9,12,4,4,1,6,18,12,2.0,6.0,,,,,E1,2022-2023
2022-10-05,Preston North End,West Bromwich Albion,9,18,4,5,2,10,9,3,2.0,1.0,,,,,E1,2022-2023
2022-10-07,Queens Park Rangers,Reading,11,9,5,2,4,5,10,14,2.0,3.0,,,,,E1,2022-2023
2022-10-08,Birmingham City,Bristol City,10,7,5,1,7,4,23,11,3.0,2.0,,,,,E1,2022-2023
2022-10-08,Blackburn Rovers,Rotherham United,19,9,6,2,8,3,7,9,0.0,3.0,,,,,E1,2022-2023
2022-10-08,Blackpool,Watford,18,10,9,5,5,7,10,9,1.0,1.0,,,,,E1,2022-2023
2022-10-08,Coventry City,Burnley,6,13,0,4,2,7,7,8,1.0,3.0,,,,,E1,2022-2023
2022-10-08,Millwall,Middlesbrough,9,7,7,1,0,7,15,12,2.0,3.0,,,,,E1,2022-2023
2022-10-08,Norwich City,Preston North End,17,8,8,5,8,3,10,12,1.0,5.0,,,,,E1,2022-2023
2022-10-08,Stoke City,Sheffield United,12,8,5,3,6,5,12,6,3.0,2.0,,,,,E1,2022-2023
2022-10-08,Swansea City,Sunderland,10,10,6,2,7,4,7,13,2.0,5.0,,,,,E1,2022-2023
2022-10-08,West Bromwich Albion,Luton Town,12,8,3,3,7,4,5,10,1.0,1.0,,,,,E1,2022-2023
2022-10-08,Wigan Athletic,Cardiff City,10,10,1,6,6,3,7,15,5.0,2.0,,,,,E1,2022-2023
2022-10-09,Huddersfield Town,Hull City,9,12,5,2,6,3,10,14,4.0,3.0,,,,,E1,2022-2023
2022-10-15,Luton Town,Queens Park Rangers,17,11,4,4,9,9,16,12,2.0,1.0,,,,,E1,2022-2023
2022-10-15,Rotherham United,Huddersfield Town,10,7,4,4,3,3,12,12,3.0,2.0,,,,,E1,2022-2023
2022-10-15,Bristol City,Millwall,9,16,1,7,0,6,10,11,2.0,3.0,,,,,E1,2022-2023
2022-10-15,Burnley,Swansea City,10,6,5,1,5,6,9,11,1.0,4.0,0.0,1.0,,,E1,2022-2023
2022-10-15,Cardiff City,Coventry City,15,11,1,4,12,7,6,12,0.0,4.0,,,,,E1,2022-2023
2022-10-15,Middlesbrough,Blackburn Rovers,16,11,7,6,9,4,7,9,2.0,4.0,,,,,E1,2022-2023
2022-10-15,Preston North End,Stoke City,7,18,0,6,3,6,9,11,1.0,0.0,,,,,E1,2022-2023
2022-10-15,Reading,West Bromwich Albion,18,9,6,3,4,7,10,11,3.0,1.0,,,,,E1,2022-2023
2022-10-15,Sheffield United,Blackpool,20,10,9,3,14,4,13,10,5.0,4.0,1.0,3.0,,,E1,2022-2023
2022-10-15,Sunderland,Wigan Athletic,8,8,3,1,1,5,7,15,3.0,2.0,,,,,E1,2022-2023
2022-10-15,Watford,Norwich City,16,11,9,2,3,12,10,8,1.0,1.0,,,,,E1,2022-2023
2022-10-16,Hull City,Birmingham City,12,9,2,3,7,6,15,6,4.0,3.0,,,,,E1,2022-2023
2022-10-18,Huddersfield Town,Preston North End,9,10,0,3,5,5,13,9,5.0,1.0,,,,,E1,2022-2023
2022-10-18,Norwich City,Luton Town,14,6,1,2,4,2,9,13,1.0,2.0,1.0,0.0,,,E1,2022-2023
2022-10-18,Swansea City,Reading,13,7,5,4,8,0,2,7,1.0,1.0,,,,,E1,2022-2023
2022-10-18,Blackburn Rovers,Sunderland,11,14,3,4,3,7,16,11,3.0,3.0,,,,,E1,2022-2023
2022-10-18,Stoke City,Rotherham United,29,4,12,1,8,3,7,14,0.0,3.0,,,,,E1,2022-2023
2022-10-18,West Bromwich Albion,Bristol City,14,6,0,2,13,1,12,8,3.0,1.0,,,,,E1,2022-2023
2022-10-19,Birmingham City,Burnley,14,9,2,1,8,4,13,11,1.0,2.0,,,,,E1,2022-2023
2022-10-19,Blackpool,Hull City,8,11,1,3,2,4,13,15,3.0,4.0,,,,,E1,2022-2023
2022-10-19,Coventry City,Sheffield United,8,18,2,3,4,10,14,7,4.0,1.0,,,,,E1,2022-2023
2022-10-19,Queens Park Rangers,Cardiff City,22,4,10,0,5,2,16,11,2.0,5.0,0.0,1.0,,,E1,2022-2023
2022-10-19,Wigan Athletic,Middlesbrough,10,16,5,7,4,4,7,11,1.0,2.0,,,,,E1,2022-2023
2022-10-19,Millwall,Watford,12,12,4,1,2,5,12,10,0.0,2.0,,,,,E1,2022-2023
2022-10-22,Blackpool,Preston North End,11,18,5,6,1,6,11,12,1.0,2.0,,,,,E1,2022-2023
2022-10-22,Blackburn Rovers,Birmingham City,5,17,3,6,2,9,8,6,1.0,1.0,,,,,E1,2022-2023
2022-10-22,Middlesbrough,Huddersfield Town,11,10,2,4,3,5,7,11,3.0,1.0,,,,,E1,2022-2023
2022-10-22,Millwall,West Bromwich Albion,18,8,3,2,5,2,8,11,1.0,2.0,0.0,1.0,,,E1,2022-2023
2022-10-22,Queens Park Rangers,Wigan Athletic,9,12,4,2,5,4,10,6,1.0,2.0,,,,,E1,2022-2023
2022-10-22,Reading,Bristol City,15,5,4,0,10,5,12,8,2.0,3.0,,,,,E1,2022-2023
2022-10-22,Rotherham United,Hull City,11,19,3,13,4,7,6,9,1.0,0.0,,,,,E1,2022-2023
2022-10-22,Sheffield United,Norwich City,22,10,8,6,4,9,16,12,1.0,5.0,,,,,E1,2022-2023
2022-10-22,Stoke City,Coventry City,11,8,2,3,9,2,8,15,1.0,1.0,,,,,E1,2022-2023
2022-10-22,Sunderland,Burnley,10,9,5,4,2,5,9,10,1.0,3.0,,,,,E1,2022-2023
2022-10-23,Swansea City,Cardiff City,13,3,6,1,7,1,5,10,3.0,3.0,0.0,1.0,,,E1,2022-2023
2022-10-23,Watford,Luton Town,13,9,8,3,6,1,9,15,3.0,4.0,0.0,1.0,,,E1,2022-2023
2022-10-28,Birmingham City,Queens Park Rangers,7,15,3,4,2,10,15,6,4.0,3.0,,,,,E1,2022-2023
2022-10-29,Bristol City,Swansea City,10,15,4,3,7,11,13,5,1.0,0.0,,,,,E1,2022-2023
2022-10-29,West Bromwich Albion,Sheffield United,15,11,5,2,8,3,6,4,0.0,1.0,,,,,E1,2022-2023
2022-10-29,Burnley,Reading,14,11,3,4,12,9,7,7,3.0,4.0,,,,,E1,2022-2023
2022-10-29,Cardiff City,Rotherham United,19,3,5,0,10,3,3,9,0.0,1.0,,,,,E1,2022-2023
2022-10-29,Coventry City,Blackpool,15,17,4,4,3,5,9,12,1.0,4.0,,,,,E1,2022-2023
2022-10-29,Huddersfield Town,Millwall,14,4,5,1,8,1,8,13,2.0,3.0,,,,,E1,2022-2023
2022-10-29,Hull City,Blackburn Rovers,7,14,0,6,6,3,11,10,2.0,1.0,,,,,E1,2022-2023
2022-10-29,Luton Town,Sunderland,15,16,3,4,8,5,18,17,2.0,3.0,,,,,E1,2022-2023
2022-10-29,Norwich City,Stoke City,16,18,9,4,5,6,14,11,6.0,3.0,,,,,E1,2022-2023
2022-10-29,Preston North End,Middlesbrough,13,9,4,1,2,4,11,10,3.0,3.0,,,,,E1,2022-2023
2022-10-29,Wigan Athletic,Watford,8,13,1,2,3,4,5,7,2.0,2.0,,,,,E1,2022-2023
2022-11-01,Coventry City,Blackburn Rovers,15,9,7,2,3,4,5,10,2.0,4.0,0.0,1.0,,,E1,2022-2023
2022-11-01,Hull City,Middlesbrough,10,6,2,3,7,2,11,8,1.0,3.0,,,,,E1,2022-2023
2022-11-01,Luton Town,Reading,9,17,2,3,6,5,10,8,2.0,3.0,,,,,E1,2022-2023
2022-11-01,Preston North End,Swansea City,9,14,4,4,2,7,11,8,4.0,3.0,,,,,E1,2022-2023
2022-11-01,Bristol City,Sheffield United,16,4,3,3,8,1,6,15,3.0,5.0,1.0,0.0,,,E1,2022-2023
2022-11-01,West Bromwich Albion,Blackpool,11,4,5,0,7,2,11,8,4.0,2.0,,,,,E1,2022-2023
2022-11-02,Birmingham City,Millwall,5,9,0,3,2,5,10,11,0.0,1.0,,,,,E1,2022-2023
2022-11-02,Burnley,Rotherham United,24,8,11,5,7,3,7,4,3.0,4.0,0.0,1.0,,,E1,2022-2023
2022-11-02,Cardiff City,Watford,11,16,3,5,8,11,9,8,2.0,2.0,,,,,E1,2022-2023
2022-11-02,Huddersfield Town,Sunderland,16,9,3,3,5,1,9,8,2.0,2.0,,,,,E1,2022-2023
2022-11-02,Norwich City,Queens Park Rangers,12,14,3,4,11,3,7,10,1.0,3.0,,,,,E1,2022-2023
2022-11-02,Wigan Athletic,Stoke City,11,13,1,5,2,7,7,12,1.0,2.0,,,,,E1,2022-2023
2022-11-04,Reading,Preston North End,11,10,2,4,3,2,10,9,1.0,4.0,,,,,E1,2022-2023
2022-11-05,Sheffield United,Burnley,28,14,12,3,10,6,8,7,2.0,4.0,,,,,E1,2022-2023
2022-11-05,Blackburn Rovers,Huddersfield Town,12,8,4,3,5,4,3,16,0.0,3.0,,,,,E1,2022-2023
2022-11-05,Blackpool,Luton Town,19,11,8,3,9,11,7,10,1.0,1.0,,,,,E1,2022-2023
2022-11-05,Middlesbrough,Bristol City,23,6,9,2,8,1,13,11,3.0,2.0,,,,,E1,2022-2023
2022-11-05,Millwall,Hull City,24,6,6,2,10,2,9,13,0.0,3.0,0.0,1.0,,,E1,2022-2023
2022-11-05,Queens Park Rangers,West Bromwich Albion,9,10,2,2,8,5,9,10,1.0,2.0,,,,,E1,2022-2023
2022-11-05,Rotherham United,Norwich City,10,13,4,4,2,9,10,12,1.0,3.0,,,,,E1,2022-2023
2022-11-05,Stoke City,Birmingham City,11,8,7,3,4,3,14,17,3.0,3.0,,,,,E1,2022-2023
2022-11-05,Sunderland,Cardiff City,11,13,2,4,6,4,6,12,4.0,3.0,,,,,E1,2022-2023
