date,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,odds_home,odds_draw,odds_away,odds_btts_yes,odds_btts_no,odds_over25,odds_under25,odds_ah_line,odds_ah_home,odds_ah_away,league,season
2006-07-29,Celtic,Kilmarnock,4,1,2,0,18,8,9,5,4,3,8,15,1,1,0,0,1.2,5.0,12.0,,,,,,,,SC0,2006-07
2006-07-29,Dundee United,Falkirk,1,2,1,1,10,15,6,5,9,6,10,10,3,3,0,0,1.9,3.25,3.5,,,,,,,,SC0,2006-07
2006-07-29,Dunfermline,Hearts,1,2,0,1,9,10,4,5,9,4,24,12,5,3,1,0,6.0,3.5,1.5,,,,,,,,SC0,2006-07
2006-07-29,Hibernian,Aberdeen,1,1,1,1,18,4,9,3,5,3,10,16,0,0,0,0,1.9,3.25,3.5,,,,,,,,SC0,2006-07
2006-07-29,Inverness C,St Mirren,1,2,0,0,7,10,4,4,4,1,17,8,1,1,0,0,1.72,3.25,4.33,,,,,,,,SC0,2006-07
2006-07-30,Motherwell,Rangers,1,2,0,1,3,13,1,5,2,8,10,10,2,1,0,0,6.5,4.0,1.4,,,,,,,,SC0,2006-07
2006-08-05,Aberdeen,Inverness C,1,1,1,0,5,7,3,3,0,6,13,14,3,3,0,0,1.72,3.25,4.33,,,,,,,,SC0,2006-07
2006-08-05,Falkirk,Dunfermline,1,0,1,0,12,4,3,1,3,2,10,12,0,0,0,0,2.0,3.25,3.25,,,,,,,,SC0,2006-07
2006-08-05,Kilmarnock,Hibernian,2,1,0,1,5,10,3,6,3,9,18,22,2,2,0,0,2.4,3.2,2.6,,,,,,,,SC0,2006-07
2006-08-05,Rangers,Dundee United,2,2,0,1,27,6,17,5,11,4,7,15,0,2,0,0,1.14,7.0,15.0,,,,,,,,SC0,2006-07
2006-08-05,St Mirren,Motherwell,2,0,1,0,7,11,4,5,4,4,17,19,3,1,0,0,2.37,3.2,2.62,,,,,,,,SC0,2006-07
2006-08-06,Hearts,Celtic,2,1,0,0,13,9,6,4,4,1,11,19,1,2,0,0,3.1,3.1,2.3,,,,,,,,SC0,2006-07
