date,home_team,away_team,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,league,season
2021-08-14,Nottingham Forest,Bournemouth,15,8,5,3,6,4,8,16,2.0,3.0,0.0,1.0,,,E1,2021-2022
2021-08-14,Reading,Preston North End,12,13,2,5,2,12,11,16,3.0,0.0,,,,,E1,2021-2022
2021-08-14,West Bromwich Albion,Luton Town,18,11,6,5,8,4,15,9,2.0,2.0,,,,,E1,2021-2022
2021-08-14,Swansea City,Sheffield United,8,8,1,2,1,6,8,14,1.0,2.0,,,,,E1,2021-2022
2021-08-17,Barnsley,Luton Town,10,7,3,4,4,4,13,13,1.0,4.0,,,,,E1,2021-2022
2021-08-17,Blackpool,Coventry City,12,19,4,5,6,11,7,11,2.0,4.0,,,,,E1,2021-2022
2021-08-17,Huddersfield Town,Preston North End,7,8,0,2,4,4,12,7,3.0,2.0,,,,,E1,2021-2022
2021-08-17,Millwall,Fulham,7,16,2,6,2,5,11,11,4.0,2.0,,,,,E1,2021-2022
2021-08-17,Peterborough United,Cardiff City,8,9,3,3,0,6,9,18,1.0,2.0,,,,,E1,2021-2022
2021-08-17,Swansea City,Stoke City,9,12,3,5,5,5,6,14,0.0,2.0,,,,,E1,2021-2022
2021-08-17,Reading,Bristol City,11,8,3,5,5,2,11,12,0.0,1.0,,,,,E1,2021-2022
2021-08-18,Birmingham City,Bournemouth,9,9,3,4,5,3,17,8,1.0,0.0,,,,,E1,2021-2022
2021-08-18,Hull City,Derby County,9,13,2,5,5,3,7,11,1.0,3.0,,,,,E1,2021-2022
2021-08-18,Middlesbrough,Queens Park Rangers,14,7,6,5,7,1,14,17,2.0,3.0,0.0,1.0,,,E1,2021-2022
2021-08-18,Nottingham Forest,Blackburn Rovers,7,9,4,7,3,1,13,15,3.0,3.0,1.0,0.0,,,E1,2021-2022
2021-08-18,West Bromwich Albion,Sheffield United,12,5,4,1,5,4,11,3,0.0,1.0,,,,,E1,2021-2022
2021-08-20,Bristol City,Swansea City,15,8,5,4,1,2,14,14,4.0,6.0,,,,,E1,2021-2022
2021-08-21,Queens Park Rangers,Barnsley,13,12,6,4,6,9,3,15,2.0,3.0,,,,,E1,2021-2022
2021-08-21,Blackburn Rovers,West Bromwich Albion,7,23,2,11,5,6,11,12,1.0,2.0,,,,,E1,2021-2022
2021-08-21,Bournemouth,Blackpool,13,11,5,5,5,5,20,12,0.0,4.0,,,,,E1,2021-2022
2021-08-21,Cardiff City,Millwall,16,12,5,5,2,3,15,14,2.0,1.0,,,,,E1,2021-2022
2021-08-21,Coventry City,Reading,25,7,7,2,10,2,14,8,5.0,3.0,,,,,E1,2021-2022
2021-08-21,Derby County,Middlesbrough,9,11,4,3,7,3,15,7,2.0,4.0,,,,,E1,2021-2022
2021-08-21,Fulham,Hull City,15,8,6,3,9,1,14,5,3.0,2.0,,,,,E1,2021-2022
2021-08-21,Luton Town,Birmingham City,11,20,3,9,5,5,10,7,1.0,1.0,,,,,E1,2021-2022
2021-08-21,Preston North End,Peterborough United,16,9,7,2,5,0,14,7,2.0,0.0,,,,,E1,2021-2022
2021-08-21,Sheffield United,Huddersfield Town,16,6,6,3,6,4,7,9,0.0,3.0,,,,,E1,2021-2022
2021-08-21,Stoke City,Nottingham Forest,11,2,5,0,6,2,8,6,2.0,2.0,,,,,E1,2021-2022
2021-08-28,Cardiff City,Bristol City,12,9,5,5,4,3,9,8,2.0,2.0,,,,,E1,2021-2022
2021-08-28,Derby County,Nottingham Forest,13,13,4,4,8,4,6,7,4.0,1.0,,,,,E1,2021-2022
2021-08-28,Barnsley,Birmingham City,7,14,2,4,2,2,10,11,2.0,4.0,,,,,E1,2021-2022
2021-08-28,Fulham,Stoke City,20,11,9,3,8,7,7,9,0.0,1.0,,,,,E1,2021-2022
2021-08-28,Huddersfield Town,Reading,16,7,8,1,5,3,10,10,3.0,2.0,,,,,E1,2021-2022
2021-08-28,Hull City,Bournemouth,3,12,0,5,2,6,15,16,0.0,2.0,,,,,E1,2021-2022
2021-08-28,Luton Town,Sheffield United,9,8,1,1,2,6,13,8,1.0,1.0,,,,,E1,2021-2022
2021-08-28,Middlesbrough,Blackburn Rovers,12,6,5,1,11,5,9,7,1.0,4.0,1.0,1.0,,,E1,2021-2022
2021-08-28,Millwall,Blackpool,18,10,7,3,14,0,8,7,4.0,3.0,0.0,1.0,,,E1,2021-2022
2021-08-28,Preston North End,Swansea City,11,5,6,2,3,1,22,10,4.0,1.0,,,,,E1,2021-2022
2021-08-28,Queens Park Rangers,Coventry City,13,15,5,4,5,11,5,16,1.0,1.0,,,,,E1,2021-2022
2021-08-28,Peterborough United,West Bromwich Albion,5,19,1,3,6,5,9,10,2.0,4.0,,,,,E1,2021-2022
2021-09-10,Birmingham City,Derby County,13,7,4,2,2,2,19,6,2.0,3.0,,,,,E1,2021-2022
2021-09-11,Blackburn Rovers,Luton Town,11,10,5,4,0,4,11,11,4.0,5.0,,,,,E1,2021-2022
2021-09-11,Blackpool,Fulham,8,17,1,4,4,4,12,10,3.0,3.0,,,,,E1,2021-2022
2021-09-11,Bournemouth,Barnsley,14,2,8,0,6,0,10,11,3.0,3.0,,,,,E1,2021-2022
2021-09-11,Bristol City,Preston North End,10,10,3,2,8,6,8,9,0.0,1.0,,,,,E1,2021-2022
2021-09-11,Coventry City,Middlesbrough,12,8,6,5,7,7,13,12,1.0,3.0,,,,,E1,2021-2022
2021-09-11,Reading,Queens Park Rangers,12,23,4,5,3,6,13,12,2.0,1.0,,,,,E1,2021-2022
2021-09-11,Sheffield United,Peterborough United,24,7,9,5,11,3,1,18,0.0,2.0,,,,,E1,2021-2022
2021-09-11,Stoke City,Huddersfield Town,6,15,2,4,3,5,16,8,2.0,3.0,,,,,E1,2021-2022
2021-09-11,Swansea City,Hull City,16,4,4,1,7,2,9,11,1.0,2.0,,,,,E1,2021-2022
2021-09-11,West Bromwich Albion,Millwall,11,13,2,4,3,5,14,16,1.0,3.0,,,,,E1,2021-2022
2021-09-12,Nottingham Forest,Cardiff City,15,22,4,5,4,4,9,9,0.0,3.0,,,,,E1,2021-2022
2021-09-14,Blackburn Rovers,Hull City,18,16,6,4,6,6,7,11,1.0,2.0,,,,,E1,2021-2022
2021-09-14,Blackpool,Huddersfield Town,15,12,3,6,4,2,12,12,0.0,1.0,,,,,E1,2021-2022
2021-09-14,Bournemouth,Queens Park Rangers,10,15,4,6,3,6,21,7,5.0,3.0,,,,,E1,2021-2022
2021-09-14,Sheffield United,Preston North End,13,9,6,4,2,6,10,6,2.0,1.0,,,,,E1,2021-2022
2021-09-14,Reading,Peterborough United,12,6,6,3,3,5,14,6,0.0,1.0,,,,,E1,2021-2022
2021-09-14,West Bromwich Albion,Derby County,25,4,9,0,5,4,8,10,1.0,1.0,,,,,E1,2021-2022
2021-09-15,Birmingham City,Fulham,18,15,7,10,9,2,9,10,2.0,1.0,,,,,E1,2021-2022
2021-09-15,Bristol City,Luton Town,13,18,2,4,7,9,10,17,1.0,2.0,,,,,E1,2021-2022
2021-09-15,Coventry City,Cardiff City,11,10,4,1,7,6,3,15,2.0,1.0,1.0,0.0,,,E1,2021-2022
2021-09-15,Nottingham Forest,Middlesbrough,15,13,3,6,6,7,14,13,1.0,5.0,,,,,E1,2021-2022
2021-09-15,Stoke City,Barnsley,12,9,7,4,11,4,12,12,1.0,5.0,1.0,0.0,,,E1,2021-2022
2021-09-15,Swansea City,Millwall,12,10,4,4,7,3,13,8,2.0,3.0,,,,,E1,2021-2022
2021-09-18,Hull City,Sheffield United,10,15,5,8,6,4,8,10,3.0,2.0,,,,,E1,2021-2022
2021-09-18,Barnsley,Blackburn Rovers,13,3,4,2,8,1,9,13,0.0,1.0,,,,,E1,2021-2022
2021-09-18,Cardiff City,Bournemouth,6,16,2,5,2,5,6,7,3.0,3.0,,,,,E1,2021-2022
2021-09-18,Derby County,Stoke City,14,13,5,5,7,6,10,8,2.0,3.0,,,,,E1,2021-2022
2021-09-18,Fulham,Reading,25,8,5,4,9,0,17,12,4.0,3.0,,,,,E1,2021-2022
2021-09-18,Huddersfield Town,Nottingham Forest,10,7,2,4,6,5,9,9,2.0,1.0,,,,,E1,2021-2022
2021-09-18,Luton Town,Swansea City,16,15,5,4,5,7,18,10,2.0,1.0,,,,,E1,2021-2022
2021-09-18,Middlesbrough,Blackpool,9,11,5,1,6,6,9,7,2.0,1.0,,,,,E1,2021-2022
2021-09-18,Millwall,Coventry City,17,16,4,3,8,4,12,7,2.0,0.0,,,,,E1,2021-2022
2021-09-18,Peterborough United,Birmingham City,9,13,2,2,4,6,11,16,2.0,2.0,0.0,1.0,,,E1,2021-2022
2021-09-18,Preston North End,West Bromwich Albion,8,12,2,3,3,10,10,12,1.0,1.0,,,,,E1,2021-2022
2021-09-18,Queens Park Rangers,Bristol City,26,9,11,3,9,4,13,8,4.0,1.0,,,,,E1,2021-2022
2021-09-24,Coventry City,Peterborough United,16,8,7,2,4,1,12,9,0.0,1.0,,,,,E1,2021-2022
2021-09-24,West Bromwich Albion,Queens Park Rangers,18,5,7,4,8,5,13,10,1.0,1.0,,,,,E1,2021-2022
2021-09-25,Reading,Middlesbrough,13,10,5,2,2,4,6,15,3.0,3.0,0.0,1.0,,,E1,2021-2022
2021-09-25,Birmingham City,Preston North End,6,9,2,2,5,7,10,13,1.0,3.0,,,,,E1,2021-2022
2021-09-25,Blackburn Rovers,Cardiff City,17,11,10,5,2,6,7,9,0.0,2.0,,,,,E1,2021-2022
2021-09-25,Blackpool,Barnsley,13,13,6,4,6,4,17,13,1.0,3.0,,,,,E1,2021-2022
2021-09-25,Bournemouth,Luton Town,6,9,3,2,4,7,12,9,2.0,0.0,,,,,E1,2021-2022
2021-09-25,Bristol City,Fulham,14,22,5,5,3,7,7,11,1.0,3.0,,,,,E1,2021-2022
2021-09-25,Nottingham Forest,Millwall,10,12,3,2,3,4,10,12,2.0,3.0,,,,,E1,2021-2022
2021-09-25,Sheffield United,Derby County,17,9,2,4,11,1,9,5,1.0,1.0,0.0,1.0,,,E1,2021-2022
2021-09-25,Stoke City,Hull City,10,12,5,4,1,5,11,14,2.0,0.0,,,,,E1,2021-2022
2021-09-25,Swansea City,Huddersfield Town,7,5,6,0,3,2,14,18,2.0,2.0,,,,,E1,2021-2022
2021-09-28,Cardiff City,West Bromwich Albion,6,11,0,6,4,6,14,10,1.0,1.0,,,,,E1,2021-2022
2021-09-28,Huddersfield Town,Blackburn Rovers,13,13,8,3,5,3,6,5,2.0,0.0,,,,,E1,2021-2022
2021-09-28,Hull City,Blackpool,15,10,3,3,9,3,8,14,3.0,2.0,1.0,0.0,,,E1,2021-2022
2021-09-28,Middlesbrough,Sheffield United,9,13,4,4,4,7,9,6,4.0,2.0,,,,,E1,2021-2022
2021-09-28,Preston North End,Stoke City,9,21,2,5,1,6,8,13,2.0,5.0,,,,,E1,2021-2022
2021-09-28,Queens Park Rangers,Birmingham City,12,13,5,0,1,4,9,10,1.0,1.0,,,,,E1,2021-2022
2021-09-29,Barnsley,Nottingham Forest,8,12,3,7,2,6,13,6,1.0,0.0,,,,,E1,2021-2022
2021-09-29,Derby County,Reading,14,16,5,7,2,4,10,10,4.0,0.0,,,,,E1,2021-2022
2021-09-29,Fulham,Swansea City,10,7,7,1,3,4,16,7,0.0,1.0,,,,,E1,2021-2022
2021-09-29,Luton Town,Coventry City,21,6,9,1,5,7,12,8,0.0,2.0,,,,,E1,2021-2022
2021-09-29,Millwall,Bristol City,11,10,3,1,4,6,8,11,1.0,2.0,,,,,E1,2021-2022
2021-09-29,Peterborough United,Bournemouth,4,11,1,3,4,6,12,14,1.0,0.0,,,,,E1,2021-2022
2021-10-01,Stoke City,West Bromwich Albion,11,11,6,2,1,5,11,15,2.0,2.0,,,,,E1,2021-2022
2021-10-02,Coventry City,Fulham,14,12,5,1,7,7,11,11,1.0,3.0,,,,,E1,2021-2022
2021-10-02,Barnsley,Millwall,14,17,3,7,5,7,10,5,2.0,1.0,,,,,E1,2021-2022
2021-10-02,Birmingham City,Nottingham Forest,18,12,9,7,6,4,15,11,1.0,3.0,,,,,E1,2021-2022
2021-10-02,Blackpool,Blackburn Rovers,8,16,3,6,2,9,13,8,3.0,1.0,,,,,E1,2021-2022
2021-10-02,Bournemouth,Sheffield United,11,8,7,1,4,7,13,9,3.0,2.0,,,,,E1,2021-2022
2021-10-02,Cardiff City,Reading,27,2,5,1,7,2,18,5,4.0,0.0,,,,,E1,2021-2022
2021-10-02,Derby County,Swansea City,6,15,5,2,0,4,11,10,3.0,0.0,,,,,E1,2021-2022
2021-10-02,Hull City,Middlesbrough,9,17,2,4,1,1,14,9,1.0,3.0,,,,,E1,2021-2022
2021-10-02,Luton Town,Huddersfield Town,14,9,3,2,6,4,10,14,2.0,3.0,,,,,E1,2021-2022
2021-10-02,Peterborough United,Bristol City,15,15,3,7,5,10,13,9,1.0,1.0,,,,,E1,2021-2022
2021-10-02,Queens Park Rangers,Preston North End,19,11,9,5,7,3,12,11,1.0,0.0,,,,,E1,2021-2022
2021-10-15,West Bromwich Albion,Birmingham City,11,10,3,1,8,2,11,12,3.0,0.0,,,,,E1,2021-2022
2021-10-16,Fulham,Queens Park Rangers,16,7,7,1,7,2,9,12,0.0,4.0,,,,,E1,2021-2022
2021-10-16,Blackburn Rovers,Coventry City,10,9,6,4,4,5,9,15,2.0,2.0,,,,,E1,2021-2022
2021-10-16,Bristol City,Bournemouth,5,22,2,5,5,11,4,7,0.0,2.0,,,,,E1,2021-2022
2021-10-16,Huddersfield Town,Hull City,12,9,4,2,4,5,8,12,1.0,2.0,,,,,E1,2021-2022
2021-10-16,Middlesbrough,Peterborough United,17,6,5,0,4,3,8,11,2.0,4.0,,,,,E1,2021-2022
2021-10-16,Millwall,Luton Town,13,6,5,2,12,3,10,18,1.0,3.0,,,,,E1,2021-2022
2021-10-16,Nottingham Forest,Blackpool,13,6,5,3,4,3,11,7,2.0,0.0,,,,,E1,2021-2022
2021-10-16,Preston North End,Derby County,8,17,3,5,4,10,13,7,2.0,0.0,,,,,E1,2021-2022
2021-10-16,Reading,Barnsley,10,16,6,7,4,6,10,9,0.0,2.0,,,,,E1,2021-2022
2021-10-16,Sheffield United,Stoke City,16,12,4,4,8,4,14,8,0.0,2.0,,,,,E1,2021-2022
2021-10-17,Swansea City,Cardiff City,12,10,7,3,8,5,5,15,1.0,2.0,,,,,E1,2021-2022
2021-10-19,Bristol City,Nottingham Forest,9,15,2,6,1,9,7,8,1.0,0.0,,,,,E1,2021-2022
2021-10-19,Derby County,Luton Town,9,10,3,3,5,5,12,14,1.0,2.0,,,,,E1,2021-2022
2021-10-19,Queens Park Rangers,Blackburn Rovers,16,5,5,1,4,2,14,7,2.0,3.0,,,,,E1,2021-2022
2021-10-19,Sheffield United,Millwall,12,12,3,5,5,4,11,12,4.0,1.0,1.0,0.0,,,E1,2021-2022
2021-10-19,Stoke City,Bournemouth,13,10,2,4,9,7,3,13,0.0,2.0,,,,,E1,2021-2022
2021-10-20,Fulham,Cardiff City,24,15,6,2,6,2,8,15,0.0,3.0,,,,,E1,2021-2022
2021-10-20,Huddersfield Town,Birmingham City,9,6,1,2,2,2,9,17,3.0,1.0,,,,,E1,2021-2022
2021-10-20,Hull City,Peterborough United,18,9,4,5,8,4,10,11,1.0,2.0,,,,,E1,2021-2022
2021-10-20,Middlesbrough,Barnsley,21,9,8,3,8,4,5,7,1.0,1.0,,,,,E1,2021-2022
2021-10-20,Preston North End,Coventry City,16,8,4,3,9,3,11,11,2.0,1.0,,,,,E1,2021-2022
2021-10-20,Swansea City,West Bromwich Albion,9,10,3,6,5,3,7,14,2.0,4.0,,,,,E1,2021-2022
2021-10-20,Reading,Blackpool,4,18,3,10,0,7,13,13,0.0,3.0,,,,,E1,2021-2022
2021-10-23,Cardiff City,Middlesbrough,9,21,1,6,4,14,14,11,3.0,1.0,,,,,E1,2021-2022
2021-10-23,Birmingham City,Swansea City,15,7,6,1,6,12,16,8,2.0,1.0,,,,,E1,2021-2022
2021-10-23,Blackburn Rovers,Reading,12,12,5,2,2,2,11,14,4.0,2.0,,,,,E1,2021-2022
2021-10-23,Blackpool,Preston North End,11,9,2,2,3,5,9,13,4.0,6.0,0.0,1.0,,,E1,2021-2022
2021-10-23,Bournemouth,Huddersfield Town,14,4,6,1,7,2,12,9,2.0,0.0,,,,,E1,2021-2022
2021-10-23,Coventry City,Derby County,11,7,3,1,4,0,12,8,1.0,2.0,,,,,E1,2021-2022
2021-10-23,Luton Town,Hull City,11,10,4,1,6,7,10,11,0.0,1.0,,,,,E1,2021-2022
2021-10-23,Millwall,Stoke City,8,14,4,3,0,10,9,13,2.0,1.0,,,,,E1,2021-2022
2021-10-23,Peterborough United,Queens Park Rangers,12,14,5,6,1,4,7,11,,,,,,,E1,2021-2022
2021-10-23,West Bromwich Albion,Bristol City,23,7,9,2,11,6,8,10,0.0,2.0,,,,,E1,2021-2022
2021-10-24,Barnsley,Sheffield United,11,7,4,4,5,2,6,15,0.0,2.0,,,,,E1,2021-2022
2021-10-24,Nottingham Forest,Fulham,8,11,1,3,5,1,13,17,5.0,4.0,,,,,E1,2021-2022
2021-10-29,Queens Park Rangers,Nottingham Forest,13,12,4,4,5,8,15,7,2.0,1.0,,,,,E1,2021-2022
2021-10-30,Fulham,West Bromwich Albion,15,11,4,3,4,7,3,10,0.0,3.0,1.0,1.0,,,E1,2021-2022
2021-10-30,Bristol City,Barnsley,12,18,4,7,3,9,7,4,1.0,0.0,,,,,E1,2021-2022
2021-10-30,Derby County,Blackburn Rovers,9,12,3,5,2,3,12,17,2.0,5.0,,,,,E1,2021-2022
2021-10-30,Huddersfield Town,Millwall,14,4,6,1,6,3,8,14,3.0,2.0,,,,,E1,2021-2022
2021-10-30,Hull City,Coventry City,13,11,4,3,4,8,12,13,2.0,0.0,,,,,E1,2021-2022
2021-10-30,Middlesbrough,Birmingham City,11,8,3,3,9,0,9,15,0.0,3.0,,,,,E1,2021-2022
2021-10-30,Preston North End,Luton Town,14,8,5,4,7,5,20,13,1.0,2.0,,,,,E1,2021-2022
2021-10-30,Sheffield United,Blackpool,13,5,4,2,4,4,15,8,2.0,1.0,,,,,E1,2021-2022
2021-10-30,Stoke City,Cardiff City,11,9,4,5,7,5,7,13,3.0,3.0,,,,,E1,2021-2022
2021-10-30,Swansea City,Peterborough United,13,2,5,1,7,3,7,10,2.0,0.0,,,,,E1,2021-2022
2021-10-30,Reading,Bournemouth,9,8,1,3,6,5,8,9,1.0,3.0,,,,,E1,2021-2022
2021-11-02,Birmingham City,Bristol City,14,8,3,1,6,2,12,8,0.0,2.0,,,,,E1,2021-2022
2021-11-02,Coventry City,Swansea City,11,9,4,4,7,3,12,8,1.0,2.0,,,,,E1,2021-2022
2021-11-02,Luton Town,Middlesbrough,10,9,3,4,5,0,14,12,4.0,3.0,,,,,E1,2021-2022
2021-11-02,Millwall,Reading,17,9,5,0,4,1,10,5,2.0,0.0,,,,,E1,2021-2022
2021-11-02,Nottingham Forest,Sheffield United,10,6,1,3,6,4,11,11,4.0,2.0,,,,,E1,2021-2022
2021-11-02,Peterborough United,Huddersfield Town,9,9,5,2,2,3,10,15,3.0,3.0,,,,,E1,2021-2022
2021-11-03,Barnsley,Derby County,9,15,4,5,7,8,10,9,3.0,2.0,,,,,E1,2021-2022
2021-11-03,Blackburn Rovers,Fulham,5,18,2,10,2,8,7,4,2.0,0.0,1.0,0.0,,,E1,2021-2022
2021-11-03,Blackpool,Stoke City,9,11,1,4,4,4,6,9,0.0,5.0,,,,,E1,2021-2022
2021-11-03,Bournemouth,Preston North End,10,8,5,3,9,2,10,10,3.0,1.0,,,,,E1,2021-2022
2021-11-03,Cardiff City,Queens Park Rangers,9,8,3,4,6,2,14,8,0.0,2.0,,,,,E1,2021-2022
2021-11-03,West Bromwich Albion,Hull City,17,9,5,1,8,6,11,9,2.0,2.0,,,,,E1,2021-2022
2021-11-06,Barnsley,Hull City,13,19,6,4,3,7,10,11,2.0,2.0,,,,,E1,2021-2022
2021-11-06,Birmingham City,Reading,17,14,2,5,3,3,14,3,4.0,1.0,,,,,E1,2021-2022
2021-11-06,Blackburn Rovers,Sheffield United,12,9,6,4,4,8,9,13,1.0,3.0,,,,,E1,2021-2022
2021-11-06,Bournemouth,Swansea City,16,7,7,4,7,2,16,6,2.0,3.0,,,,,E1,2021-2022
2021-11-06,Cardiff City,Huddersfield Town,15,13,5,2,5,3,15,3,4.0,1.0,,,,,E1,2021-2022
2021-11-06,Coventry City,Bristol City,17,8,6,5,8,1,15,11,1.0,3.0,1.0,0.0,,,E1,2021-2022
2021-11-06,Luton Town,Stoke City,7,5,2,1,5,6,10,10,1.0,5.0,,,,,E1,2021-2022
2021-11-06,Millwall,Derby County,14,13,3,5,5,3,11,7,2.0,2.0,0.0,1.0,,,E1,2021-2022
2021-11-06,Nottingham Forest,Preston North End,11,4,4,2,5,1,7,15,2.0,3.0,,,,,E1,2021-2022
2021-11-06,Peterborough United,Fulham,12,11,5,4,3,5,6,13,1.0,4.0,,,,,E1,2021-2022
2021-11-06,West Bromwich Albion,Middlesbrough,9,6,4,3,9,3,21,13,3.0,4.0,,,,,E1,2021-2022
2021-11-06,Blackpool,Queens Park Rangers,10,5,1,1,8,4,12,16,2.0,5.0,,,,,E1,2021-2022
2021-11-19,Queens Park Rangers,Luton Town,8,16,2,4,4,4,12,11,3.0,3.0,,,,,E1,2021-2022
2021-11-20,Sheffield United,Coventry City,13,9,2,4,1,2,9,12,3.0,2.0,,,,,E1,2021-2022
2021-11-20,Bristol City,Blackburn Rovers,12,8,4,1,5,1,7,13,2.0,2.0,,,,,E1,2021-2022
2021-11-20,Fulham,Barnsley,21,9,12,3,7,7,9,6,,,,,,,E1,2021-2022
2021-11-20,Huddersfield Town,West Bromwich Albion,6,20,2,2,3,6,5,12,1.0,2.0,0.0,1.0,,,E1,2021-2022
2021-11-20,Hull City,Birmingham City,18,8,5,5,10,2,8,9,4.0,1.0,0.0,1.0,,,E1,2021-2022
2021-11-20,Middlesbrough,Millwall,13,6,7,1,10,4,10,16,1.0,2.0,,,,,E1,2021-2022
2021-11-20,Preston North End,Cardiff City,12,14,5,3,8,6,9,12,2.0,3.0,,,,,E1,2021-2022
2021-11-20,Reading,Nottingham Forest,12,13,6,4,5,4,14,13,4.0,1.0,,,,,E1,2021-2022
2021-11-20,Stoke City,Peterborough United,7,14,3,1,3,9,13,10,5.0,2.0,1.0,0.0,,,E1,2021-2022
2021-11-20,Swansea City,Blackpool,5,8,2,3,3,4,13,9,1.0,1.0,,,,,E1,2021-2022
2021-11-21,Derby County,Bournemouth,9,12,3,5,3,4,7,9,0.0,1.0,,,,,E1,2021-2022
2021-11-23,Blackpool,West Bromwich Albion,13,25,4,3,1,8,8,12,2.0,3.0,,,,,E1,2021-2022
2021-11-23,Coventry City,Birmingham City,13,6,5,1,9,1,7,15,0.0,3.0,0.0,1.0,,,E1,2021-2022
2021-11-23,Middlesbrough,Preston North End,18,7,6,2,11,4,9,17,0.0,4.0,,,,,E1,2021-2022
2021-11-23,Nottingham Forest,Luton Town,8,10,0,2,5,7,15,15,4.0,3.0,1.0,0.0,,,E1,2021-2022
2021-11-23,Reading,Sheffield United,6,8,2,2,5,5,9,14,0.0,3.0,,,,,E1,2021-2022
2021-11-24,Barnsley,Swansea City,3,6,1,3,0,2,12,8,2.0,3.0,,,,,E1,2021-2022
2021-11-24,Blackburn Rovers,Peterborough United,13,7,7,2,5,3,13,11,1.0,2.0,,,,,E1,2021-2022
2021-11-24,Bristol City,Stoke City,8,13,2,4,4,5,7,13,2.0,3.0,0.0,1.0,,,E1,2021-2022
2021-11-24,Cardiff City,Hull City,14,6,4,1,4,4,9,14,2.0,2.0,,,,,E1,2021-2022
2021-11-24,Fulham,Derby County,21,4,5,2,7,5,12,9,1.0,2.0,,,,,E1,2021-2022
2021-11-24,Millwall,Bournemouth,8,10,1,3,6,2,7,17,1.0,2.0,,,,,E1,2021-2022
2021-11-24,Queens Park Rangers,Huddersfield Town,22,10,5,5,9,4,12,7,2.0,2.0,,,,,E1,2021-2022
2021-11-26,West Bromwich Albion,Nottingham Forest,16,9,3,1,7,7,13,7,3.0,2.0,1.0,0.0,,,E1,2021-2022
2021-11-27,Preston North End,Fulham,15,9,4,2,4,4,10,13,2.0,2.0,,,,,E1,2021-2022
2021-11-27,Birmingham City,Blackpool,9,8,3,1,2,1,16,11,2.0,3.0,,,,,E1,2021-2022
2021-11-27,Bournemouth,Coventry City,9,9,5,6,4,6,10,15,2.0,1.0,1.0,0.0,,,E1,2021-2022
2021-11-27,Huddersfield Town,Middlesbrough,8,10,1,6,5,1,11,6,0.0,3.0,,,,,E1,2021-2022
2021-11-27,Hull City,Millwall,10,11,3,5,7,5,8,11,2.0,2.0,,,,,E1,2021-2022
2021-11-27,Luton Town,Cardiff City,12,9,1,4,6,1,7,10,1.0,2.0,,,,,E1,2021-2022
2021-11-27,Peterborough United,Barnsley,12,10,2,3,6,3,7,14,3.0,2.0,,,,,E1,2021-2022
2021-11-27,Stoke City,Blackburn Rovers,7,7,4,2,4,3,13,6,4.0,4.0,,,,,E1,2021-2022
