date,home_team,away_team,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,league,season
2021-11-27,Swansea City,Reading,19,9,10,6,3,3,4,12,1.0,3.0,,,,,E1,2021-2022
2021-11-28,Sheffield United,Bristol City,21,7,5,2,7,7,11,9,3.0,4.0,,,,,E1,2021-2022
2021-11-29,Derby County,Queens Park Rangers,6,10,1,4,1,11,9,11,0.0,1.0,,,,,E1,2021-2022
2021-12-03,Fulham,Bournemouth,24,8,7,3,11,3,7,11,3.0,6.0,,,,,E1,2021-2022
2021-12-04,Coventry City,West Bromwich Albion,12,10,3,4,4,2,7,17,0.0,3.0,,,,,E1,2021-2022
2021-12-04,Barnsley,Huddersfield Town,13,18,2,7,0,6,10,2,2.0,0.0,,,,,E1,2021-2022
2021-12-04,Blackburn Rovers,Preston North End,6,10,3,1,2,1,10,9,3.0,2.0,,,,,E1,2021-2022
2021-12-04,Blackpool,Luton Town,16,12,7,5,6,2,9,11,,,,,,,E1,2021-2022
2021-12-04,Bristol City,Derby County,8,9,2,1,3,3,10,10,3.0,2.0,,,,,E1,2021-2022
2021-12-04,Cardiff City,Sheffield United,7,16,5,8,5,2,7,5,1.0,1.0,1.0,0.0,,,E1,2021-2022
2021-12-04,Middlesbrough,Swansea City,5,15,2,5,5,5,11,9,1.0,1.0,,,,,E1,2021-2022
2021-12-04,Millwall,Birmingham City,19,16,9,3,11,5,9,12,0.0,2.0,,,,,E1,2021-2022
2021-12-04,Nottingham Forest,Peterborough United,15,10,3,2,5,3,13,15,1.0,4.0,,,,,E1,2021-2022
2021-12-04,Reading,Hull City,18,11,7,2,4,6,10,9,2.0,2.0,,,,,E1,2021-2022
2021-12-05,Queens Park Rangers,Stoke City,24,17,9,5,17,4,7,13,0.0,1.0,,,,,E1,2021-2022
2021-12-11,Huddersfield Town,Coventry City,10,22,2,12,5,9,8,10,2.0,1.0,,,,,E1,2021-2022
2021-12-11,Birmingham City,Cardiff City,12,16,4,7,7,5,14,12,2.0,2.0,,,,,E1,2021-2022
2021-12-11,Bournemouth,Blackburn Rovers,15,11,6,5,5,5,8,18,3.0,4.0,,,,,E1,2021-2022
2021-12-11,Derby County,Blackpool,10,6,2,2,6,2,13,10,2.0,2.0,,,,,E1,2021-2022
2021-12-11,Hull City,Bristol City,13,10,5,3,1,5,9,12,1.0,2.0,,,,,E1,2021-2022
2021-12-11,Luton Town,Fulham,7,11,1,6,2,4,10,9,1.0,0.0,,,,,E1,2021-2022
2021-12-11,Peterborough United,Millwall,21,15,7,3,8,3,8,21,2.0,5.0,,,,,E1,2021-2022
2021-12-11,Preston North End,Barnsley,16,13,4,4,6,2,11,8,0.0,2.0,,,,,E1,2021-2022
2021-12-11,Stoke City,Middlesbrough,8,7,1,1,5,4,7,5,2.0,1.0,,,,,E1,2021-2022
2021-12-11,Swansea City,Nottingham Forest,12,9,4,5,2,2,12,13,3.0,4.0,,,,,E1,2021-2022
2021-12-11,West Bromwich Albion,Reading,25,4,11,0,6,1,9,8,1.0,2.0,,,,,E1,2021-2022
2022-04-05,Sheffield United,Queens Park Rangers,9,7,3,1,5,5,14,9,2.0,3.0,,,,,E1,2021-2022
2021-12-17,Barnsley,West Bromwich Albion,3,16,1,3,3,11,12,13,1.0,3.0,,,,,E1,2021-2022
2021-12-18,Middlesbrough,Bournemouth,19,10,7,3,7,4,13,11,4.0,2.0,,,,,E1,2021-2022
2021-12-18,Blackburn Rovers,Birmingham City,16,8,5,2,8,4,7,18,1.0,1.0,,,,,E1,2021-2022
2021-12-18,Blackpool,Peterborough United,15,9,8,1,6,7,8,6,,,,,,,E1,2021-2022
2021-12-18,Bristol City,Huddersfield Town,17,11,6,6,5,5,8,11,0.0,2.0,,,,,E1,2021-2022
2021-12-18,Nottingham Forest,Hull City,9,11,3,2,5,5,7,12,2.0,5.0,,,,,E1,2021-2022
2021-12-20,Fulham,Sheffield United,11,2,1,2,7,2,6,15,0.0,3.0,,,,,E1,2021-2022
2022-01-19,Reading,Luton Town,8,16,4,4,6,4,9,13,2.0,0.0,,,,,E1,2021-2022
2022-01-25,Coventry City,Stoke City,14,7,4,0,5,5,6,9,2.0,1.0,,,,,E1,2021-2022
2022-01-25,Queens Park Rangers,Swansea City,6,12,2,5,4,3,15,15,3.0,5.0,0.0,1.0,,,E1,2021-2022
2022-02-01,Millwall,Preston North End,7,4,2,1,2,3,8,8,3.0,1.0,,,,,E1,2021-2022
2022-03-01,Cardiff City,Derby County,14,9,4,1,3,6,11,10,2.0,4.0,,,,,E1,2021-2022
2021-12-26,Huddersfield Town,Blackpool,14,10,6,3,6,0,11,10,2.0,2.0,0.0,1.0,,,E1,2021-2022
2021-12-26,Middlesbrough,Nottingham Forest,12,7,6,0,6,8,11,11,1.0,3.0,,,,,E1,2021-2022
2021-12-27,Derby County,West Bromwich Albion,3,19,1,5,2,4,14,9,4.0,1.0,,,,,E1,2021-2022
2021-12-27,Queens Park Rangers,Bournemouth,8,15,2,6,4,4,11,12,4.0,4.0,1.0,0.0,,,E1,2021-2022
2022-01-18,Fulham,Birmingham City,15,14,11,6,6,5,7,10,1.0,1.0,,,,,E1,2021-2022
2022-01-18,Preston North End,Sheffield United,12,18,8,7,4,11,6,8,1.0,2.0,1.0,0.0,,,E1,2021-2022
2022-01-19,Hull City,Blackburn Rovers,14,15,5,4,4,10,11,9,0.0,3.0,,,,,E1,2021-2022
2022-01-25,Luton Town,Bristol City,8,12,3,3,8,9,11,9,2.0,2.0,,,,,E1,2021-2022
2022-02-15,Cardiff City,Coventry City,8,11,6,3,4,2,10,6,2.0,1.0,,,,,E1,2021-2022
2022-02-16,Peterborough United,Reading,16,8,9,4,8,3,17,16,3.0,2.0,,,,,E1,2021-2022
2022-03-08,Barnsley,Stoke City,7,12,2,2,2,8,15,11,2.0,0.0,,,,,E1,2021-2022
2022-04-05,Millwall,Swansea City,13,14,2,5,10,5,9,5,1.0,2.0,,,,,E1,2021-2022
2021-12-29,Blackburn Rovers,Barnsley,14,7,5,2,4,1,9,9,3.0,1.0,,,,,E1,2021-2022
2021-12-29,Blackpool,Middlesbrough,12,11,2,3,5,4,9,8,2.0,4.0,,,,,E1,2021-2022
2021-12-29,Coventry City,Millwall,14,9,3,2,6,3,13,9,1.0,1.0,,,,,E1,2021-2022
2021-12-30,Bournemouth,Cardiff City,16,7,5,3,6,1,7,7,1.0,2.0,0.0,1.0,,,E1,2021-2022
2021-12-30,Bristol City,Queens Park Rangers,11,11,3,4,5,9,14,8,3.0,3.0,1.0,0.0,,,E1,2021-2022
2021-12-30,Nottingham Forest,Huddersfield Town,23,9,6,2,8,3,14,4,1.0,2.0,,,,,E1,2021-2022
2021-12-30,Stoke City,Derby County,7,10,1,4,5,5,15,9,3.0,1.0,,,,,E1,2021-2022
2022-01-11,Reading,Fulham,3,22,1,13,2,11,6,6,1.0,0.0,,,,,E1,2021-2022
2022-01-25,Birmingham City,Peterborough United,12,10,3,4,3,4,15,12,0.0,1.0,,,,,E1,2021-2022
2022-01-26,West Bromwich Albion,Preston North End,8,10,0,3,3,4,13,19,2.0,4.0,,,,,E1,2021-2022
2022-02-01,Swansea City,Luton Town,16,13,4,2,7,4,7,9,2.0,4.0,,,,,E1,2021-2022
2022-02-15,Sheffield United,Hull City,21,8,3,1,12,3,11,13,2.0,2.0,,,,,E1,2021-2022
2022-01-01,Blackpool,Hull City,8,14,3,6,1,2,7,14,0.0,2.0,,,,,E1,2021-2022
2022-01-02,Bristol City,Millwall,12,11,8,3,5,3,14,11,4.0,2.0,,,,,E1,2021-2022
2022-01-02,Birmingham City,Queens Park Rangers,8,6,1,5,1,3,11,9,1.0,3.0,,,,,E1,2021-2022
2022-01-02,Blackburn Rovers,Huddersfield Town,11,4,2,1,9,3,13,13,3.0,2.0,,,,,E1,2021-2022
2022-01-02,West Bromwich Albion,Cardiff City,13,6,3,1,5,1,9,14,2.0,2.0,2.0,1.0,,,E1,2021-2022
2022-01-03,Reading,Derby County,9,16,3,5,3,10,14,7,1.0,2.0,,,,,E1,2021-2022
2022-01-03,Stoke City,Preston North End,14,6,2,3,4,6,11,8,3.0,3.0,,,,,E1,2021-2022
2022-01-25,Nottingham Forest,Barnsley,18,9,6,2,12,0,9,15,2.0,3.0,,,,,E1,2021-2022
2022-03-08,Bournemouth,Peterborough United,22,6,2,2,3,7,6,9,2.0,1.0,,,,,E1,2021-2022
2022-03-08,Coventry City,Luton Town,12,6,3,3,2,2,7,16,3.0,5.0,,,,,E1,2021-2022
2022-03-08,Sheffield United,Middlesbrough,12,7,5,2,5,3,15,7,3.0,3.0,,,,,E1,2021-2022
2022-03-08,Swansea City,Fulham,5,12,3,7,2,5,6,10,,,1.0,0.0,,,E1,2021-2022
2022-01-15,Cardiff City,Blackburn Rovers,11,4,3,2,7,2,10,13,4.0,6.0,0.0,1.0,,,E1,2021-2022
2022-01-15,Luton Town,Bournemouth,15,12,7,6,4,6,7,10,0.0,2.0,,,,,E1,2021-2022
2022-01-15,Derby County,Sheffield United,5,8,2,2,1,0,7,13,1.0,1.0,,,,,E1,2021-2022
2022-01-15,Fulham,Bristol City,18,8,8,5,6,4,8,8,0.0,2.0,,,,,E1,2021-2022
2022-01-15,Huddersfield Town,Swansea City,11,18,8,11,4,7,8,3,,,,,,,E1,2021-2022
2022-01-15,Middlesbrough,Reading,10,10,5,4,5,5,11,17,1.0,3.0,,,,,E1,2021-2022
2022-01-15,Millwall,Nottingham Forest,13,24,5,7,7,7,6,8,1.0,2.0,,,,,E1,2021-2022
2022-01-15,Peterborough United,Coventry City,9,22,4,9,3,7,13,10,3.0,1.0,,,,,E1,2021-2022
2022-01-15,Preston North End,Birmingham City,16,16,5,3,7,7,10,9,1.0,1.0,,,,,E1,2021-2022
2022-01-15,Queens Park Rangers,West Bromwich Albion,9,12,4,2,2,5,12,12,2.0,1.0,,,,,E1,2021-2022
2022-01-16,Hull City,Stoke City,5,22,1,9,7,5,17,10,3.0,1.0,,,,,E1,2021-2022
2022-04-26,Barnsley,Blackpool,6,11,2,4,6,4,13,10,1.0,1.0,,,,,E1,2021-2022
2022-01-22,Bristol City,Cardiff City,12,16,6,5,3,6,8,10,1.0,2.0,,,,,E1,2021-2022
2022-01-22,Nottingham Forest,Derby County,13,4,6,1,4,2,17,22,3.0,6.0,0.0,1.0,,,E1,2021-2022
2022-01-22,Birmingham City,Barnsley,11,9,5,4,5,3,9,11,1.0,3.0,,,,,E1,2021-2022
2022-01-22,Blackpool,Millwall,14,9,5,3,6,2,8,10,1.0,0.0,,,,,E1,2021-2022
2022-01-22,Bournemouth,Hull City,17,6,6,4,4,7,11,11,2.0,2.0,,,,,E1,2021-2022
2022-01-22,Coventry City,Queens Park Rangers,21,8,7,3,13,2,12,7,2.0,1.0,,,,,E1,2021-2022
2022-01-22,Reading,Huddersfield Town,14,19,4,7,4,4,13,11,3.0,1.0,,,,,E1,2021-2022
2022-01-22,Sheffield United,Luton Town,25,4,7,2,8,1,14,8,,,0.0,1.0,,,E1,2021-2022
2022-01-22,Stoke City,Fulham,6,13,3,6,3,5,7,11,2.0,0.0,,,,,E1,2021-2022
2022-01-22,Swansea City,Preston North End,10,9,4,1,2,9,16,11,3.0,3.0,,,,,E1,2021-2022
2022-01-22,West Bromwich Albion,Peterborough United,27,1,6,0,9,1,11,8,1.0,1.0,,,,,E1,2021-2022
2022-01-24,Blackburn Rovers,Middlesbrough,15,9,3,1,6,7,14,14,4.0,6.0,,,,,E1,2021-2022
2022-01-28,Huddersfield Town,Stoke City,13,16,5,8,3,5,8,10,2.0,3.0,,,,,E1,2021-2022
2022-01-29,Barnsley,Bournemouth,14,15,7,3,2,9,4,14,0.0,4.0,0.0,1.0,,,E1,2021-2022
2022-01-29,Fulham,Blackpool,19,10,6,4,9,3,13,15,4.0,2.0,,,,,E1,2021-2022
2022-01-29,Hull City,Swansea City,5,15,2,5,1,2,7,10,0.0,2.0,,,,,E1,2021-2022
2022-01-29,Luton Town,Blackburn Rovers,8,7,2,2,6,5,16,14,3.0,2.0,,,,,E1,2021-2022
2022-01-29,Middlesbrough,Coventry City,9,15,3,5,6,8,10,17,2.0,1.0,,,,,E1,2021-2022
2022-01-29,Millwall,West Bromwich Albion,9,7,3,3,2,4,16,13,1.0,1.0,,,,,E1,2021-2022
2022-01-29,Preston North End,Bristol City,10,12,4,3,3,6,9,10,,,,,,,E1,2021-2022
2022-01-29,Queens Park Rangers,Reading,16,18,8,3,6,8,19,10,4.0,2.0,,,,,E1,2021-2022
2022-01-29,Peterborough United,Sheffield United,3,20,2,5,0,9,9,13,0.0,1.0,,,,,E1,2021-2022
2022-01-30,Derby County,Birmingham City,16,13,6,4,7,6,4,18,0.0,4.0,,,,,E1,2021-2022
2022-01-30,Cardiff City,Nottingham Forest,10,6,4,1,3,2,14,7,2.0,1.0,,,,,E1,2021-2022
2022-02-02,Barnsley,Cardiff City,8,5,1,1,6,0,14,11,2.0,4.0,,,,,E1,2021-2022
2022-02-02,Huddersfield Town,Derby County,16,1,6,0,4,3,11,9,1.0,3.0,0.0,1.0,,,E1,2021-2022
2022-02-04,Birmingham City,Sheffield United,7,9,2,5,1,6,14,8,4.0,1.0,,,,,E1,2021-2022
2022-02-05,Blackpool,Bristol City,7,9,5,4,6,4,11,4,4.0,4.0,,,,,E1,2021-2022
2022-02-05,Hull City,Preston North End,10,7,2,4,7,4,14,15,0.0,2.0,,,,,E1,2021-2022
2022-02-05,Swansea City,Blackburn Rovers,4,17,2,4,0,13,9,13,4.0,2.0,1.0,0.0,,,E1,2021-2022
2022-02-15,Millwall,Queens Park Rangers,13,10,8,2,2,5,7,10,2.0,1.0,,,,,E1,2021-2022
2022-04-05,Peterborough United,Luton Town,18,9,6,3,4,6,19,12,4.0,2.0,,,,,E1,2021-2022
2022-04-05,Reading,Stoke City,9,12,3,3,5,3,6,13,1.0,3.0,,,,,E1,2021-2022
2022-04-06,Middlesbrough,Fulham,15,6,2,2,8,4,13,13,3.0,2.0,,,,,E1,2021-2022
2022-04-06,Nottingham Forest,Coventry City,18,13,3,5,7,2,9,9,3.0,3.0,,,,,E1,2021-2022
2022-04-06,West Bromwich Albion,Bournemouth,11,18,4,0,6,5,10,14,3.0,3.0,,,,,E1,2021-2022
2022-02-08,Coventry City,Blackpool,20,9,4,4,9,4,10,9,4.0,1.0,,,,,E1,2021-2022
2022-02-08,Derby County,Hull City,11,9,5,2,2,10,9,16,2.0,3.0,,,,,E1,2021-2022
2022-02-08,Fulham,Millwall,20,8,6,2,6,4,12,14,1.0,3.0,,,,,E1,2021-2022
2022-02-08,Luton Town,Barnsley,8,7,4,2,9,4,11,12,1.0,2.0,,,,,E1,2021-2022
2022-02-08,Stoke City,Swansea City,22,3,7,1,8,1,7,14,2.0,4.0,0.0,1.0,,,E1,2021-2022
2022-02-09,Blackburn Rovers,Nottingham Forest,13,14,8,5,5,4,20,11,5.0,3.0,1.0,0.0,,,E1,2021-2022
2022-02-09,Bournemouth,Birmingham City,9,10,5,5,5,8,10,16,1.0,5.0,1.0,0.0,,,E1,2021-2022
2022-02-09,Bristol City,Reading,10,18,4,4,5,6,20,7,4.0,1.0,,,,,E1,2021-2022
2022-02-09,Cardiff City,Peterborough United,14,5,4,1,7,6,17,10,3.0,1.0,,,,,E1,2021-2022
2022-02-09,Preston North End,Huddersfield Town,16,8,4,1,1,2,12,7,1.0,2.0,,,,,E1,2021-2022
2022-02-09,Queens Park Rangers,Middlesbrough,7,18,4,5,3,8,9,10,0.0,1.0,,,,,E1,2021-2022
2022-02-09,Sheffield United,West Bromwich Albion,12,13,5,3,3,2,10,10,1.0,1.0,0.0,1.0,,,E1,2021-2022
2022-02-12,Huddersfield Town,Sheffield United,12,9,3,6,9,2,5,13,1.0,4.0,,,,,E1,2021-2022
2022-02-12,Barnsley,Queens Park Rangers,19,12,5,3,2,4,11,11,1.0,1.0,,,,,E1,2021-2022
2022-02-12,Birmingham City,Luton Town,9,8,6,2,0,7,8,12,0.0,1.0,,,,,E1,2021-2022
2022-02-12,Blackpool,Bournemouth,15,13,7,7,6,7,14,11,2.0,1.0,,,,,E1,2021-2022
2022-02-12,Hull City,Fulham,8,11,2,4,1,4,14,15,2.0,1.0,,,,,E1,2021-2022
2022-02-12,Middlesbrough,Derby County,14,6,9,1,6,7,13,12,3.0,3.0,,,,,E1,2021-2022
2022-02-12,Millwall,Cardiff City,12,17,3,5,6,5,14,10,1.0,0.0,,,,,E1,2021-2022
2022-02-12,Nottingham Forest,Stoke City,11,20,6,7,5,5,15,14,3.0,3.0,1.0,0.0,,,E1,2021-2022
2022-02-12,Peterborough United,Preston North End,16,7,6,2,3,5,10,15,0.0,2.0,,,,,E1,2021-2022
2022-02-12,Reading,Coventry City,12,13,4,4,4,5,9,9,3.0,5.0,1.0,0.0,,,E1,2021-2022
2022-02-13,Swansea City,Bristol City,16,10,6,3,6,5,5,17,2.0,5.0,,,,,E1,2021-2022
2022-02-14,West Bromwich Albion,Blackburn Rovers,13,10,3,3,3,7,8,10,0.0,1.0,,,,,E1,2021-2022
2022-02-19,Fulham,Huddersfield Town,20,6,6,4,12,2,5,9,2.0,1.0,,,,,E1,2021-2022
2022-02-19,Bristol City,Middlesbrough,5,21,4,10,0,13,19,6,2.0,1.0,,,,,E1,2021-2022
2022-02-19,Cardiff City,Blackpool,11,6,2,2,3,2,15,11,3.0,1.0,,,,,E1,2021-2022
2022-02-19,Coventry City,Barnsley,19,6,7,0,3,3,11,14,0.0,2.0,,,,,E1,2021-2022
2022-02-19,Derby County,Peterborough United,25,5,5,0,8,1,10,13,5.0,6.0,1.0,1.0,,,E1,2021-2022
2022-02-19,Luton Town,West Bromwich Albion,6,16,3,6,4,4,13,5,2.0,3.0,,,,,E1,2021-2022
2022-02-19,Preston North End,Reading,18,13,2,9,5,6,11,5,1.0,0.0,,,,,E1,2021-2022
2022-02-19,Queens Park Rangers,Hull City,13,6,4,2,5,2,8,4,2.0,1.0,,,,,E1,2021-2022
2022-02-19,Sheffield United,Swansea City,12,6,6,2,5,2,18,7,2.0,0.0,,,,,E1,2021-2022
2022-02-19,Stoke City,Birmingham City,10,8,3,3,5,2,8,10,,,,,,,E1,2021-2022
2022-03-08,Blackburn Rovers,Millwall,12,0,3,0,10,2,3,13,1.0,3.0,,,,,E1,2021-2022
2022-05-03,Bournemouth,Nottingham Forest,11,7,3,2,4,3,7,14,2.0,2.0,,,,,E1,2021-2022
2022-02-22,Bristol City,Coventry City,13,12,4,4,4,4,5,13,1.0,3.0,,,,,E1,2021-2022
2022-02-22,Hull City,Barnsley,6,8,3,5,6,4,4,18,1.0,0.0,,,,,E1,2021-2022
2022-02-22,Middlesbrough,West Bromwich Albion,8,8,3,2,2,3,16,8,2.0,3.0,,,,,E1,2021-2022
2022-02-22,Preston North End,Nottingham Forest,15,7,4,2,11,3,10,8,3.0,2.0,,,,,E1,2021-2022
2022-02-22,Reading,Birmingham City,9,16,3,7,0,6,7,14,0.0,3.0,,,,,E1,2021-2022
2022-02-23,Derby County,Millwall,14,8,3,4,9,1,11,11,1.0,1.0,,,,,E1,2021-2022
2022-02-23,Fulham,Peterborough United,25,6,11,2,10,4,5,6,0.0,1.0,,,,,E1,2021-2022
2022-02-23,Huddersfield Town,Cardiff City,14,10,4,7,12,2,5,9,2.0,7.0,,,,,E1,2021-2022
2022-02-23,Queens Park Rangers,Blackpool,8,7,5,2,3,1,7,11,3.0,2.0,1.0,0.0,,,E1,2021-2022
2022-02-23,Sheffield United,Blackburn Rovers,13,11,6,4,7,5,15,9,3.0,2.0,1.0,0.0,,,E1,2021-2022
2022-02-23,Stoke City,Luton Town,5,12,2,4,6,6,8,11,1.0,6.0,,,,,E1,2021-2022
2022-04-26,Swansea City,Bournemouth,5,24,3,11,4,7,10,13,2.0,6.0,,,,,E1,2021-2022
2022-02-26,Blackburn Rovers,Queens Park Rangers,11,7,7,2,9,1,15,12,3.0,2.0,,,,,E1,2021-2022
2022-02-26,Barnsley,Middlesbrough,7,16,5,4,2,12,14,12,3.0,0.0,,,,,E1,2021-2022
2022-02-26,Birmingham City,Huddersfield Town,11,7,2,5,6,2,9,14,,,,,,,E1,2021-2022
2022-02-26,Blackpool,Reading,15,15,8,3,7,2,14,3,1.0,0.0,,,,,E1,2021-2022
2022-02-26,Bournemouth,Stoke City,16,8,5,3,6,3,16,11,4.0,3.0,0.0,1.0,,,E1,2021-2022
2022-02-26,Cardiff City,Fulham,9,11,4,3,8,9,12,10,2.0,2.0,,,,,E1,2021-2022
2022-02-26,Coventry City,Preston North End,10,14,3,6,4,8,10,20,2.0,5.0,1.0,1.0,,,E1,2021-2022
2022-02-26,Luton Town,Derby County,8,5,4,1,7,4,13,16,2.0,2.0,,,,,E1,2021-2022
2022-02-26,Millwall,Sheffield United,6,8,2,3,4,2,7,13,0.0,4.0,,,,,E1,2021-2022
2022-02-26,Nottingham Forest,Bristol City,16,5,6,1,11,5,9,14,1.0,4.0,,,,,E1,2021-2022
2022-02-26,Peterborough United,Hull City,5,11,1,6,5,1,8,4,3.0,0.0,,,,,E1,2021-2022
2022-02-28,West Bromwich Albion,Swansea City,12,15,1,4,4,7,7,8,0.0,2.0,,,,,E1,2021-2022
2022-03-04,Huddersfield Town,Peterborough United,16,10,7,1,4,4,9,7,0.0,1.0,,,,,E1,2021-2022
2022-03-04,Sheffield United,Nottingham Forest,8,13,6,4,6,12,17,12,4.0,1.0,,,,,E1,2021-2022
2022-03-05,Fulham,Blackburn Rovers,14,4,6,1,5,5,10,14,2.0,2.0,,,,,E1,2021-2022
2022-03-05,Bristol City,Birmingham City,11,13,4,6,4,5,6,8,2.0,1.0,,,,,E1,2021-2022
2022-03-05,Derby County,Barnsley,9,9,2,3,4,4,8,9,0.0,2.0,,,,,E1,2021-2022
2022-03-05,Hull City,West Bromwich Albion,13,7,2,5,5,2,9,10,2.0,2.0,,,,,E1,2021-2022
2022-03-05,Middlesbrough,Luton Town,8,9,3,5,4,2,10,20,2.0,3.0,,,,,E1,2021-2022
2022-03-05,Preston North End,Bournemouth,13,8,5,3,2,4,11,10,4.0,1.0,0.0,1.0,,,E1,2021-2022
2022-03-05,Queens Park Rangers,Cardiff City,18,11,3,4,8,2,8,12,1.0,0.0,,,,,E1,2021-2022
2022-03-05,Reading,Millwall,11,7,3,2,6,2,11,13,2.0,2.0,,,,,E1,2021-2022
2022-03-05,Stoke City,Blackpool,10,9,2,4,2,2,15,10,3.0,3.0,,,,,E1,2021-2022
2022-03-05,Swansea City,Coventry City,8,12,3,4,1,4,9,11,2.0,2.0,,,,,E1,2021-2022
2022-03-11,West Bromwich Albion,Huddersfield Town,13,15,4,9,6,7,12,6,3.0,2.0,,,,,E1,2021-2022
2022-03-12,Barnsley,Fulham,8,16,3,3,4,5,15,13,4.0,3.0,,,,,E1,2021-2022
2022-03-12,Birmingham City,Hull City,13,8,2,2,5,6,10,15,0.0,1.0,,,,,E1,2021-2022
2022-03-12,Blackburn Rovers,Bristol City,14,8,7,3,7,3,11,12,1.0,3.0,,,,,E1,2021-2022
2022-03-12,Blackpool,Swansea City,11,8,4,1,7,3,11,10,0.0,2.0,,,,,E1,2021-2022
2022-03-12,Bournemouth,Derby County,14,8,7,3,7,4,11,6,3.0,2.0,,,,,E1,2021-2022
2022-03-12,Cardiff City,Preston North End,9,9,3,3,5,2,7,5,2.0,2.0,,,,,E1,2021-2022
2022-03-12,Coventry City,Sheffield United,27,12,14,4,5,7,13,4,,,,,,,E1,2021-2022
2022-03-12,Millwall,Middlesbrough,10,7,2,4,8,6,12,7,4.0,1.0,,,,,E1,2021-2022
2022-03-12,Nottingham Forest,Reading,10,7,5,3,2,4,18,14,2.0,4.0,,,,,E1,2021-2022
2022-03-12,Peterborough United,Stoke City,6,14,3,2,3,3,18,10,1.0,2.0,,,,,E1,2021-2022
2022-03-13,Luton Town,Queens Park Rangers,13,5,4,3,4,4,10,7,0.0,3.0,,,,,E1,2021-2022
2022-03-15,Barnsley,Bristol City,12,16,5,3,7,3,10,7,,,,,,,E1,2021-2022
2022-03-15,Birmingham City,Middlesbrough,8,10,0,5,5,7,14,11,3.0,2.0,1.0,0.0,,,E1,2021-2022
2022-03-15,Blackburn Rovers,Derby County,12,11,5,2,9,1,6,6,1.0,1.0,,,,,E1,2021-2022
2022-03-15,Bournemouth,Reading,10,8,6,3,5,7,21,8,2.0,1.0,,,,,E1,2021-2022
2022-03-15,West Bromwich Albion,Fulham,9,8,5,1,8,8,7,7,1.0,1.0,,,,,E1,2021-2022
2022-03-16,Blackpool,Sheffield United,10,7,2,2,2,5,6,12,1.0,2.0,,,,,E1,2021-2022
2022-03-16,Cardiff City,Stoke City,12,7,6,4,9,8,11,10,1.0,0.0,,,,,E1,2021-2022
2022-03-16,Coventry City,Hull City,19,12,5,6,12,4,9,6,2.0,0.0,,,,,E1,2021-2022
2022-03-16,Luton Town,Preston North End,12,10,5,2,4,3,8,13,1.0,2.0,,,,,E1,2021-2022
2022-03-16,Millwall,Huddersfield Town,19,13,8,3,7,3,8,7,2.0,0.0,,,,,E1,2021-2022
2022-03-16,Nottingham Forest,Queens Park Rangers,16,6,8,1,6,2,11,18,2.0,5.0,,,,,E1,2021-2022
2022-03-16,Peterborough United,Swansea City,5,17,2,9,3,4,10,11,1.0,5.0,,,,,E1,2021-2022
2022-03-19,Derby County,Coventry City,15,13,6,6,7,10,4,15,1.0,3.0,,,,,E1,2021-2022
2022-03-19,Sheffield United,Barnsley,12,11,4,3,7,6,7,19,1.0,1.0,,,,,E1,2021-2022
2022-03-19,Bristol City,West Bromwich Albion,8,7,3,2,3,5,17,18,1.0,1.0,,,,,E1,2021-2022
2022-03-19,Huddersfield Town,Bournemouth,7,14,4,6,2,5,7,8,0.0,3.0,,,,,E1,2021-2022
2022-03-19,Hull City,Luton Town,15,11,4,5,6,5,9,11,2.0,2.0,,,,,E1,2021-2022
2022-03-19,Reading,Blackburn Rovers,8,16,6,5,3,4,9,10,1.0,2.0,,,,,E1,2021-2022
2022-03-19,Stoke City,Millwall,15,7,2,2,4,4,10,12,3.0,1.0,,,,,E1,2021-2022
2022-03-19,Swansea City,Birmingham City,9,16,4,4,1,6,13,8,,,,,,,E1,2021-2022
2022-03-20,Queens Park Rangers,Peterborough United,13,12,1,8,4,2,9,12,1.0,3.0,,,,,E1,2021-2022
2022-04-05,Preston North End,Blackpool,12,8,2,0,3,3,17,9,4.0,0.0,,,,,E1,2021-2022
2022-04-26,Fulham,Nottingham Forest,20,9,5,6,8,5,6,15,2.0,1.0,,,,,E1,2021-2022
2022-04-27,Middlesbrough,Cardiff City,14,8,4,4,9,4,6,16,2.0,4.0,,,,,E1,2021-2022
2022-04-01,Hull City,Huddersfield Town,6,23,1,8,4,9,12,9,4.0,1.0,1.0,0.0,,,E1,2021-2022
2022-04-02,Blackpool,Nottingham Forest,18,17,5,7,8,4,9,8,1.0,1.0,,,,,E1,2021-2022
2022-04-02,Barnsley,Reading,8,13,2,4,1,8,19,12,2.0,3.0,,,,,E1,2021-2022
2022-04-02,Bournemouth,Bristol City,25,6,9,3,12,3,8,7,1.0,1.0,,,,,E1,2021-2022
2022-04-02,Cardiff City,Swansea City,10,12,2,4,8,4,14,14,2.0,4.0,,,,,E1,2021-2022
2022-04-02,Coventry City,Blackburn Rovers,11,11,4,4,2,4,13,16,2.0,5.0,,,,,E1,2021-2022
2022-04-02,Derby County,Preston North End,22,12,13,1,9,5,10,10,2.0,2.0,1.0,1.0,,,E1,2021-2022
2022-04-02,Luton Town,Millwall,9,10,2,4,5,4,6,10,,,,,,,E1,2021-2022
